Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
-51,-46,-45,-30,-26,-25,-18,-48,-47,-43,-33,-31,-25,-41,-28,-34,-29,-36,-24,-33,-28,-33,-39,-21,-12,-59,-27,-18,-37,-61,-50,-33,-26,-24,-21,-17,-27,-7,-27,-30,6,-29,-5,3,-16,-20,-20,-30,-43,-31,-26,-27,-36,-26,-20,-23,-15,-18,-25,-42,-23,-22,-21,-24,RIGHT
-1,-15,-29,-22,-28,-30,-24,-27,-25,-27,-27,-29,-32,-46,-8,-22,-20,-33,-21,-40,-32,-34,-29,-16,-26,-42,-26,-43,-52,-57,-42,-21,-15,-25,-29,-30,-47,-53,-45,-27,-23,-34,-8,-11,-26,-25,-9,-20,-42,-27,-23,-28,-39,-28,-24,-16,-10,-22,-29,-50,-22,-22,-20,-24,RIGHT
-23,-23,-34,-37,-44,-40,-33,-25,-26,-29,-46,-39,-43,-50,-11,-18,-24,-42,-32,-41,-32,-8,-14,-29,-43,-32,-24,-32,-29,-15,-67,-28,-24,-31,-32,-27,-42,-39,-20,-11,6,-26,-14,-13,-9,-17,-3,-16,-33,-26,-25,-32,-36,-25,-18,-12,-5,-22,-24,-43,-14,-16,-26,-18,RIGHT
-39,-31,-45,-52,-46,-41,-33,-33,-29,-34,-58,-48,-40,-40,-5,-13,-22,-49,-33,-40,-25,-62,-55,-64,-68,-40,-45,-34,-17,-20,-86,-49,-41,-52,-52,-45,-58,-25,-27,-29,-2,-25,-8,-15,-13,-16,-5,-21,-36,-28,-28,-30,-32,-22,-15,-15,-4,-20,-17,-40,-19,-16,-17,-17,RIGHT
-44,-41,-60,-65,-57,-53,-44,-35,-36,-40,-62,-52,-42,-39,-15,-13,-26,-48,-31,-32,-20,-64,-70,-82,-39,-95,-67,-50,-51,-49,-84,-59,-51,-65,-59,-54,-63,-42,-26,-52,-55,-11,-18,-15,-34,-13,-14,-17,-30,-20,-15,-17,-17,-10,-10,-16,5,-3,-2,-26,-6,-12,-4,-12,RIGHT
-31,-31,-51,-46,-44,-45,-40,-15,-25,-17,-36,-30,-31,-31,0,4,-9,-19,-9,-18,-10,-53,-50,-22,-109,-47,-43,-48,-61,-15,-72,-42,-37,-42,-41,-36,-36,-41,-15,-18,-20,-23,-4,-12,-5,-10,7,-1,-16,-10,-8,-7,-9,-5,-8,-9,11,3,1,-23,2,1,14,-2,RIGHT
-22,-25,-42,-37,-34,-39,-25,-16,-21,-10,-30,-30,-27,-26,-11,-6,-12,-29,-15,-20,-12,-67,-51,-52,-45,-52,-51,-41,-49,-38,-59,-46,-42,-46,-50,-48,-54,-34,-23,-21,21,-34,1,-21,-12,-18,-1,-17,-27,-22,-18,-17,-26,-21,-17,-18,-4,-10,-17,-34,-12,-10,-6,-13,RIGHT
-33,-42,-59,-55,-55,-51,-39,-40,-40,-30,-47,-48,-43,-39,-23,-26,-30,-39,-31,-32,-23,-76,-73,-81,-45,-63,-73,-56,-69,-63,-97,-68,-65,-65,-59,-52,-40,-25,-29,-20,-42,-1,-24,-24,-34,-21,-10,-22,-36,-33,-25,-25,-31,-23,-21,-17,-10,-21,-22,-41,-13,-13,-12,-15,RIGHT
-43,-47,-65,-60,-48,-36,-13,-28,-37,-39,-60,-44,-27,-14,-26,-21,-29,-41,-24,-19,-11,-37,-50,-60,-76,-59,-52,-27,-38,-36,-69,-51,-50,-50,-40,-28,-18,-34,-31,-19,10,16,-6,-11,-4,-12,6,-8,-29,-31,-28,-21,-31,-21,-17,-8,-5,-25,-25,-46,-16,-19,-24,-22,RIGHT
-40,-41,-61,-54,-45,-43,-30,-42,-37,-52,-77,-59,-41,-37,-42,-35,-48,-62,-42,-40,-31,-93,-75,-54,-94,-73,-67,-50,-48,-69,-70,-58,-60,-64,-55,-50,-66,-7,-45,-42,-17,-39,-24,-16,-34,-26,-26,-33,-55,-54,-51,-39,-48,-38,-30,-33,-29,-44,-37,-58,-30,-34,-39,-36,RIGHT
-24,-33,-51,-48,-41,-40,-36,-40,-31,-43,-58,-42,-34,-33,-34,-27,-38,-48,-32,-33,-21,-93,-57,-76,-78,-71,-43,-32,-31,-39,-34,-32,-38,-48,-40,-33,-45,-43,-33,-10,-19,-24,1,4,-33,-22,-23,-24,-55,-50,-41,-31,-41,-35,-27,-35,-33,-46,-40,-58,-34,-34,-37,-35,RIGHT
-28,-26,-42,-41,-46,-41,-36,-32,-27,-35,-47,-39,-39,-45,-30,-23,-31,-46,-29,-39,-30,-48,-40,-46,-55,-58,-51,-49,-27,-42,-47,-33,-32,-47,-41,-37,-51,-21,-22,-35,-24,-25,-7,3,-34,-19,-18,-21,-39,-37,-32,-31,-42,-36,-25,-31,-24,-39,-40,-61,-24,-29,-43,-30,RIGHT
-9,-3,-24,-29,-34,-32,-29,-16,-7,-14,-30,-31,-28,-34,-17,-8,-14,-29,-18,-33,-24,-49,-48,-84,-51,-44,-37,-25,-72,-30,-48,-14,-13,-30,-27,-18,-16,-35,6,-22,2,-6,1,-10,-2,-17,-1,-10,-26,-24,-24,-22,-35,-35,-27,-13,-11,-31,-33,-58,-14,-16,-19,-17,RIGHT
10,1,-20,-23,-26,-23,-7,-16,-5,-14,-32,-30,-21,-18,-19,-10,-14,-23,-13,-26,-18,-45,-34,-17,-50,-3,-32,-15,-55,-10,-41,-35,-25,-40,-34,-23,-29,-15,-14,-6,-3,-24,-11,-7,-18,-30,-13,-19,-37,-31,-33,-33,-39,-39,-30,-27,-19,-36,-37,-56,-25,-25,-22,-27,RIGHT
-49,-36,-52,-61,-55,-48,-33,-42,-30,-33,-74,-55,-44,-39,-35,-23,-31,-50,-29,-43,-27,-49,-68,-61,-25,-46,-58,-36,-37,-25,-54,-47,-50,-58,-52,-41,-54,4,-24,-17,-31,-29,-13,2,-24,-17,-23,-23,-44,-35,-39,-33,-39,-29,-21,-33,-21,-34,-29,-43,-29,-21,-5,-22,RIGHT
-48,-47,-62,-66,-60,-49,-35,-37,-37,-40,-73,-55,-43,-36,-37,-27,-40,-56,-31,-35,-23,-41,-54,-38,-40,-70,-56,-55,-56,-46,-88,-62,-55,-63,-53,-41,-42,-12,-35,-19,-31,-24,-31,-6,-42,-17,-34,-32,-50,-40,-41,-35,-36,-30,-24,-41,-27,-32,-30,-48,-37,-25,-9,-26,RIGHT
-45,-53,-65,-66,-54,-45,-30,-53,-44,-40,-61,-46,-36,-30,-45,-32,-35,-39,-22,-26,-20,-41,-48,-27,-62,-67,-47,-32,-54,-67,-72,-55,-54,-60,-51,-37,-46,-23,-30,-37,-12,-14,-18,4,-16,-6,-21,-20,-34,-24,-22,-15,-16,-11,-6,-28,-12,-9,-6,-23,-23,-6,20,-7,RIGHT
-23,-34,-45,-43,-41,-35,-28,-31,-28,-27,-34,-26,-26,-23,-33,-17,-25,-25,-11,-18,-11,-57,-52,-35,-109,-71,-47,-32,-11,-54,-53,-49,-47,-55,-48,-38,-53,-5,-21,-18,-51,-7,-33,-5,-24,-9,-18,-20,-37,-29,-26,-24,-24,-21,-17,-27,-15,-23,-23,-43,-27,-29,-6,-31,RIGHT
-32,-39,-52,-51,-48,-37,-25,-31,-35,-40,-47,-41,-29,-17,-37,-29,-34,-42,-27,-25,-12,-55,-39,-34,-37,-29,-50,-41,-30,-37,-36,-42,-53,-58,-51,-38,-46,-39,-24,-5,-69,11,-28,-5,-34,-3,-27,-26,-53,-41,-41,-35,-35,-26,-20,-42,-31,-37,-32,-47,-35,-32,-23,-33,RIGHT
-35,-43,-61,-67,-59,-46,-30,-33,-42,-58,-64,-54,-43,-29,-50,-41,-51,-60,-42,-45,-35,-98,-60,-56,-53,-64,-71,-52,-34,-64,-68,-67,-76,-76,-70,-57,-61,-13,-37,-16,21,-31,-46,2,-30,-27,-33,-31,-62,-48,-52,-43,-52,-42,-31,-46,-34,-48,-44,-63,-33,-33,-39,-34,RIGHT
-57,-64,-77,-86,-74,-64,-48,-67,-61,-77,-92,-74,-55,-41,-59,-46,-59,-72,-54,-51,-34,-69,-62,-90,-30,-80,-68,-48,-40,-48,-90,-67,-74,-71,-67,-52,-39,-10,-33,-39,-25,-15,-41,-2,-53,-27,-48,-36,-68,-59,-61,-49,-54,-50,-36,-53,-37,-52,-50,-73,-39,-52,-45,-52,RIGHT
-55,-52,-60,-65,-59,-45,-29,-51,-46,-62,-73,-56,-40,-30,-45,-36,-46,-58,-42,-42,-29,-39,-57,-44,-90,-66,-55,-32,-18,-40,-55,-47,-58,-52,-48,-37,-40,8,-20,-16,-6,-30,-13,-12,-22,-15,-19,-17,-48,-39,-41,-33,-37,-36,-25,-25,-14,-32,-36,-58,-15,-26,-19,-26,RIGHT
-32,-33,-42,-37,-34,-33,-26,-33,-29,-35,-36,-31,-24,-19,-30,-19,-30,-33,-26,-24,-17,-34,-28,-58,-65,-25,-39,-25,-60,-23,-56,-32,-29,-32,-30,-23,-12,15,-17,1,-29,-2,-3,-9,-23,-11,-14,-5,-32,-25,-27,-22,-23,-23,-18,-12,-3,-22,-23,-45,-6,-11,-14,-12,RIGHT
-5,-4,-11,-4,-13,-14,-9,-11,-7,-13,-10,-11,-13,-11,-17,-4,-15,-20,-16,-16,-14,-37,-33,-26,22,-17,-27,-24,-15,-27,-29,-22,-25,-24,-25,-24,-31,-43,-3,-21,-15,-17,-7,-13,-14,-24,-30,-27,-48,-42,-43,-43,-39,-37,-33,-35,-32,-43,-43,-67,-35,-40,-45,-44,RIGHT
-17,-25,-34,-31,-35,-35,-30,-43,-32,-39,-33,-28,-32,-34,-43,-40,-41,-49,-38,-34,-33,-11,-20,-9,-64,-32,-32,-44,-62,-4,-31,-33,-36,-41,-40,-36,-47,9,-22,-40,-41,-24,-27,-12,-63,-25,-64,-64,-80,-69,-65,-59,-52,-47,-37,-68,-62,-68,-60,-77,-64,-64,-70,-65,RIGHT
-33,-33,-45,-39,-42,-42,-33,-49,-44,-44,-32,-29,-35,-32,-46,-50,-47,-52,-41,-36,-30,-37,-43,-39,-88,-43,-35,-29,-50,-34,-22,-29,-36,-44,-44,-35,-52,-48,-11,-25,-47,-14,-30,-12,-42,-24,-65,-62,-70,-65,-60,-53,-49,-39,-32,-74,-60,-53,-49,-68,-63,-59,-54,-60,RIGHT
-37,-37,-49,-49,-40,-36,-28,-59,-45,-54,-45,-31,-30,-31,-56,-54,-46,-48,-37,-29,-22,-41,-29,-20,-14,-58,-39,-27,-15,-49,-26,-42,-41,-43,-39,-29,-52,-29,-11,-22,-33,-16,-30,-23,-46,-12,-51,-47,-52,-48,-39,-33,-34,-22,-18,-54,-40,-25,-26,-45,-41,-31,-18,-33,RIGHT
-37,-27,-34,-36,-31,-25,-29,-35,-27,-32,-42,-30,-21,-14,-25,-24,-26,-29,-21,-12,-7,-66,-18,-25,5,-27,-26,-15,-17,-32,-52,-26,-20,-22,-23,-14,-25,-9,-20,-1,-26,6,-16,-6,-26,-4,-30,-21,-22,-20,-13,-12,-10,-3,-3,-24,-13,-1,-1,-22,-7,-5,10,-6,RIGHT
-17,-12,-16,-14,-12,-8,-5,-25,-9,-14,-20,-4,-1,2,-13,-1,-4,-11,-4,-1,8,-13,-22,-28,-22,-8,-22,-18,-30,-25,-51,-20,-7,-7,-11,-3,-14,-2,-6,-24,2,12,-12,-3,-21,-3,-29,-23,-22,-23,-15,-14,-11,-8,-9,-36,-13,-11,-7,-35,-20,-27,1,-30,RIGHT
-26,-16,-16,-12,-14,-15,-21,-40,-24,-26,-18,-3,-10,-15,-31,-23,-16,-21,-15,-14,-8,-22,-43,-34,-8,-42,-39,-30,-16,-34,-50,-34,-21,-20,-20,-14,-32,-13,-16,-8,-58,-16,-34,-23,-41,-11,-43,-30,-28,-29,-18,-12,-10,-14,-12,-37,-23,-12,-5,-31,-21,-17,-4,-17,RIGHT
-27,-20,-20,-9,-8,-12,-11,-28,-23,-20,-10,-1,-10,-15,-23,-19,-9,-12,-10,-11,-11,-44,-39,-38,-72,-22,-34,-24,-41,-48,-44,-23,-16,-22,-22,-13,-30,-21,4,-13,-54,-20,-29,1,-32,-13,-28,-19,-26,-29,-20,-20,-21,-20,-17,-27,-24,-15,-14,-39,-17,-20,-17,-22,RIGHT
-10,-12,-22,-17,-20,-20,-20,-16,-22,-23,-16,-10,-17,-22,-10,-18,-14,-15,-14,-18,-13,-29,-29,-33,-34,-23,-32,-20,-16,-4,-36,-33,-23,-31,-28,-14,-12,-10,-10,-32,-7,-32,-16,-8,-36,-14,-24,-18,-31,-27,-17,-23,-26,-20,-20,-20,-21,-21,-15,-39,-10,-17,-13,-18,RIGHT
-25,-15,-23,-22,-22,-22,-17,-22,-21,-21,-13,-10,-20,-31,-4,-13,-11,-18,-10,-21,-23,0,-8,-63,-55,-42,-27,-25,-39,-30,-30,-31,-30,-41,-38,-30,-49,-37,-12,-37,12,-39,-14,-14,-12,-29,-13,-14,-32,-34,-28,-33,-37,-36,-32,-14,-25,-30,-31,-54,-6,-22,-34,-23,RIGHT
-26,-29,-41,-46,-45,-38,-41,-32,-31,-33,-43,-34,-35,-41,-15,-24,-23,-34,-21,-28,-30,-45,-33,-1,-61,-57,-36,-38,-34,-25,-45,-35,-38,-46,-36,-19,-30,-40,2,-16,5,-40,2,-13,-4,-23,-12,-10,-40,-34,-28,-37,-37,-31,-23,-17,-27,-33,-31,-58,-20,-25,-47,-27,RIGHT
-17,-25,-40,-48,-41,-26,-23,-22,-29,-37,-55,-41,-33,-31,-31,-32,-35,-53,-36,-26,-29,-31,-4,-36,-38,-17,-30,-17,-45,7,-15,-31,-26,-34,-27,-12,-27,-2,-1,-5,-3,-17,6,-21,-28,-19,-26,-22,-42,-34,-23,-25,-29,-29,-22,-25,-26,-24,-25,-58,-15,-21,-40,-20,RIGHT
1,2,-8,-13,-12,-4,-8,0,-2,-8,-10,-11,-8,-13,-10,-2,-2,-18,-8,-1,-8,-10,-12,-3,60,-8,-12,-1,-23,-22,-12,-7,2,-7,-9,3,-27,1,16,-13,-22,4,1,-13,0,-11,-14,-9,-22,-22,-8,-22,-18,-23,-20,-17,-22,-13,-21,-56,-13,-18,-25,-20,RIGHT
7,10,0,-1,-10,-8,-15,1,-4,-3,5,-5,-11,-18,-17,-6,1,-14,-4,-2,-5,-5,-18,-24,-28,-14,-11,-6,14,-27,-23,-5,4,-1,-5,11,-11,14,12,-5,14,13,-2,3,-10,3,-18,-13,-16,-14,5,-1,1,-2,2,-19,-15,-8,5,-24,-9,-14,5,-15,RIGHT
-4,12,6,14,12,13,15,-10,-1,7,19,19,13,-1,-16,2,8,5,15,14,6,-56,-33,-13,7,-20,-12,-16,-11,-65,-36,-12,-1,-3,-7,7,-13,6,0,1,-6,16,-16,-1,-11,-1,-24,-14,-18,-21,-3,-1,-6,-7,-5,-27,-19,-8,-2,-27,-15,-20,5,-22,RIGHT
2,4,-3,5,-2,-8,-12,-12,-3,4,14,7,-2,-14,-20,-2,5,-6,3,5,1,-38,-33,-33,-59,3,-5,1,-3,-15,-12,3,13,5,0,10,-5,3,-5,-17,-12,27,-22,-2,-21,6,-23,-12,-20,-16,3,8,-4,-3,-4,-25,-12,-11,1,-26,-8,-15,4,-16,RIGHT
-15,3,-3,6,0,1,12,-23,-12,7,9,4,-1,-3,-27,-9,-1,-13,2,2,-1,-26,15,-18,-107,-7,-9,-6,-34,-1,-22,-18,-7,-16,-18,-7,-18,-43,-20,-5,-56,-18,-25,-15,-40,-25,-35,-21,-24,-24,-7,3,-20,-18,-14,-32,-22,-16,-11,-40,-17,-20,4,-21,RIGHT
-23,-10,-23,-25,-25,-27,-26,-15,-15,-10,-16,-16,-20,-27,-20,-7,-8,-20,0,-8,-11,12,-19,-43,15,-21,-24,-31,-50,-22,-27,-20,-14,-23,-22,-16,-46,-33,7,-25,-47,-26,-17,-11,-27,-4,-23,-18,-18,-16,-2,3,-17,-13,-13,-25,-17,-13,-11,-40,-7,-14,-1,-17,RIGHT
-13,-1,-12,-10,-12,-20,-24,-14,-12,-6,-15,-10,-13,-20,-20,-6,-10,-26,-4,-3,-7,14,-3,-8,46,-44,-14,-23,-12,-7,-42,-24,-12,-15,-14,-7,-49,-22,4,-15,-25,-23,-10,-16,-23,-21,-25,-29,-23,-16,-3,-1,-23,-16,-16,-27,-18,-15,-10,-47,-4,-15,-7,-16,RIGHT
-15,1,-8,-4,-9,-16,-16,-14,-11,-4,-5,2,-4,-20,-13,6,3,-14,11,7,-3,-20,-17,-9,-63,-5,-15,-13,-44,12,-9,-5,2,-3,-3,5,-36,-18,13,-7,20,-25,-9,-25,-22,-6,-13,-13,-3,3,16,24,-3,1,-4,-7,-4,8,9,-26,12,2,19,2,RIGHT
-3,17,12,18,10,1,-5,-12,2,23,27,25,12,-8,-1,18,24,19,32,20,7,5,12,-24,-14,1,2,11,-7,-20,2,9,17,13,11,21,-24,-19,15,-4,30,-20,-3,-12,12,-11,6,1,13,13,20,30,1,-2,-5,0,-1,9,4,-33,8,0,1,-3,RIGHT
5,22,13,21,14,3,-5,0,8,21,19,16,6,-18,10,13,20,10,21,11,-3,-22,-22,-13,-6,-43,-13,-1,-6,-24,-15,2,5,4,2,9,-26,11,15,-33,5,4,-6,-12,-15,-2,-9,-14,4,5,15,25,-4,2,2,-10,-1,15,8,-27,13,10,7,8,RIGHT
10,24,15,18,6,-5,-10,-1,7,15,21,16,6,-8,3,12,19,14,20,14,5,-12,-26,-10,-12,-10,-18,-31,-34,-6,-14,2,-1,-3,-11,2,-16,-12,-4,-9,14,-17,-3,-7,2,-8,-7,-17,-5,5,10,28,-6,-9,-8,-12,4,13,-1,-40,12,5,3,3,RIGHT
-7,6,-1,2,-4,-16,-5,-8,-5,7,4,7,-4,-10,1,1,9,1,2,1,-6,-60,-24,-29,-7,-16,-31,-12,-42,-29,-2,-12,-12,-16,-22,-11,-28,-15,5,-19,-7,-24,-20,-12,-8,-17,-6,-18,-11,-10,-8,8,-29,-27,-27,-17,-2,-8,-23,-68,-5,-11,-27,-14,RIGHT
-11,-7,-19,-24,-26,-31,-11,-25,-20,-22,-34,-25,-20,-16,-16,-15,-18,-31,-25,-16,-16,-42,-39,-35,-71,-9,-33,-25,-15,-32,-44,-15,-15,-21,-24,-12,-24,-44,-2,-35,-15,-3,-10,-11,-13,-18,-17,-34,-24,-26,-24,0,-31,-27,-23,-40,-24,-32,-31,-64,-40,-39,-36,-40,RIGHT
5,4,-5,-11,-13,-18,-4,-4,-4,-6,-19,-12,-7,-6,-4,-6,-6,-20,-14,-1,-7,-8,-13,-12,-30,3,-30,-6,4,-22,-17,-15,-18,-19,-21,-10,-25,-7,-4,-8,-51,-1,-24,-12,-24,-22,-25,-45,-30,-38,-38,-17,-46,-36,-29,-50,-43,-61,-50,-80,-50,-50,-52,-52,RIGHT
-22,-15,-25,-22,-27,-37,-24,-11,-15,-17,-22,-22,-22,-21,-5,-14,-15,-23,-24,-14,-20,5,6,-41,-29,-13,-29,-24,-41,8,-13,-20,-22,-20,-26,-17,-45,-5,7,-19,-33,-21,-11,-13,-11,-23,-16,-32,-16,-29,-33,-6,-37,-29,-23,-35,-27,-49,-33,-63,-35,-40,-32,-40,RIGHT
-17,-9,-19,-13,-22,-29,-16,-11,-9,-8,-13,-13,-12,-17,2,-2,-1,-11,-9,-3,-11,-3,-17,-35,-22,-26,-24,-14,-35,-11,-42,-22,-14,-14,-15,-7,-29,-25,3,-16,10,-18,-6,-23,-18,-13,-14,-22,-9,-16,-15,7,-15,-14,-16,-27,-14,-21,-14,-44,-18,-21,-5,-22,RIGHT
-10,3,-4,10,4,-10,-10,-13,-1,3,1,2,1,-10,-5,3,6,-6,-5,4,-4,-16,-1,-21,6,-22,-11,-25,-11,-39,-17,-10,-3,-2,-7,-3,-34,-9,7,-4,-26,-14,-6,-26,-13,-15,-12,-24,-13,-17,-20,4,-16,-13,-16,-24,-11,-21,-14,-43,-15,-16,-9,-18,RIGHT
2,7,-3,11,2,-11,-5,4,5,9,2,1,0,-12,12,6,7,-11,-5,6,-4,-10,-23,-20,-62,-9,-11,-15,-43,-10,-26,-14,-1,-6,-12,-5,-25,-43,-3,-40,3,-8,-17,-4,-26,-10,-23,-22,-17,-19,-24,-1,-17,-10,-10,-29,-17,-13,-9,-40,-7,-13,-2,-14,RIGHT
-11,3,-10,-4,-6,-20,-26,-5,-6,-3,-15,-13,-13,-23,0,-7,-2,-20,-8,2,-4,-37,-16,3,10,-8,-20,-13,-13,13,-4,-3,-6,-18,-22,-13,-43,-5,-4,-67,-2,-10,-5,-1,-13,-17,-22,-36,-30,-33,-35,-18,-34,-25,-29,-42,-31,-30,-26,-56,-25,-25,-14,-27,RIGHT
-25,-20,-40,-37,-37,-44,-37,-25,-26,-28,-47,-43,-33,-34,-27,-23,-22,-40,-36,-18,-22,-13,-21,-29,14,-28,-33,-33,-62,-29,-16,-17,-16,-25,-29,-16,-37,4,12,-18,-20,-25,3,-8,-11,-12,-15,-18,-14,-13,-12,-1,-20,-11,-10,-24,-5,-2,-5,-39,1,11,-1,10,RIGHT
8,5,-16,-12,-13,-16,-6,11,2,-3,-14,-11,-8,-8,-5,2,1,-22,-12,-2,-4,-21,-24,-11,2,-29,-23,-11,6,-11,-49,-14,-11,-14,-16,0,-18,-22,26,6,30,3,1,-8,-12,-5,-13,-24,-11,-16,-13,-3,-23,-17,-11,-31,-14,-10,-12,-45,-7,-5,-8,-7,RIGHT
4,8,-8,4,1,-3,6,-1,3,2,7,4,4,7,4,13,10,-4,4,12,3,6,9,5,14,-18,2,7,22,7,-12,3,12,8,7,20,-23,-24,34,8,17,21,16,-16,7,-8,5,-10,11,3,3,5,-16,-15,-20,-13,7,-3,-10,-54,2,-5,-17,-6,RIGHT
15,27,22,37,23,14,15,21,24,32,41,29,21,14,21,39,35,26,25,29,12,21,22,-28,-36,16,8,15,21,-5,-3,18,32,26,19,27,-10,5,36,-4,10,-14,5,1,13,-3,18,7,30,18,20,14,-5,-2,-8,4,22,7,-1,-41,12,7,-3,6,RIGHT
29,39,35,46,32,16,11,29,37,43,49,34,22,6,30,50,45,37,36,34,10,2,0,16,-46,13,13,25,-4,14,22,38,50,37,31,37,13,13,40,-2,39,-6,28,-4,18,-8,33,15,39,25,21,14,-3,-2,-7,10,23,4,-4,-43,3,1,-9,-4,RIGHT
30,48,48,54,41,21,15,21,35,39,42,29,20,10,29,37,34,14,17,22,0,-11,33,3,5,37,29,3,-18,-2,18,41,49,40,36,43,12,15,8,-3,31,-8,18,-17,20,-11,12,-14,10,-6,-15,-8,-25,-16,-14,-14,-12,-24,-25,-56,-25,-29,-48,-30,RIGHT
15,24,27,31,20,7,4,-1,3,-5,-8,-5,-3,-15,-1,1,-9,-27,-14,-3,-16,15,-1,-33,-24,18,12,8,-37,18,-7,9,17,11,5,15,-12,-57,2,-68,2,-34,9,-14,-10,-24,-7,-37,-19,-33,-40,-27,-43,-31,-27,-25,-26,-36,-40,-67,-29,-29,-54,-30,RIGHT
-3,-4,-5,-1,-7,-15,-5,-5,-14,-25,-27,-25,-18,-17,-18,-13,-19,-37,-29,-15,-28,-6,-12,2,30,-12,-14,-8,-6,8,-27,-5,-1,-8,-6,6,-29,-2,14,-15,-35,-21,-9,-34,-27,-22,-14,-30,-20,-28,-36,-27,-44,-30,-22,-17,-20,-34,-34,-61,-20,-26,-37,-27,RIGHT
-11,-7,-11,-2,-14,-26,-26,-8,-16,-16,-13,-20,-22,-20,-16,-7,-16,-30,-24,-10,-27,-25,-36,-17,-13,-16,-39,-42,-33,1,-27,-15,-15,-26,-26,-14,-55,-39,7,-31,-5,-29,-11,-6,-10,-22,-14,-34,-25,-25,-37,-21,-41,-27,-22,-24,-15,-30,-30,-58,-17,-25,-29,-26,RIGHT
-27,-20,-25,-14,-20,-30,-30,-25,-30,-16,-12,-23,-24,-23,-25,-10,-13,-22,-14,-8,-18,-33,-35,-36,-5,-63,-34,-18,-18,-46,-60,-27,-25,-31,-24,-7,-39,-31,-10,-23,-34,-22,-24,-6,-40,-8,-23,-34,-15,-11,-18,1,-27,-12,-5,-23,-11,-12,-11,-36,-7,-4,4,-7,RIGHT
-18,-25,-30,-18,-24,-26,-21,-26,-33,-23,-12,-24,-24,-15,-27,-12,-14,-25,-13,-12,-16,-48,-39,-67,-148,-43,-40,-27,-50,-60,-39,-36,-28,-32,-24,-4,-12,-15,-29,-18,-26,-12,-30,-7,-21,-4,-24,-31,-10,-13,-13,10,-17,2,3,-18,-6,-11,3,-19,-2,6,11,4,RIGHT
-21,-13,-12,3,-4,-5,0,-20,-17,-5,2,3,-1,6,-15,2,0,0,7,11,8,-35,-29,-27,60,-18,-20,-7,3,-36,-54,-15,-10,-14,-12,5,-26,4,-18,-10,-27,5,-20,-4,-31,11,-17,-24,-6,-8,-9,13,-11,6,7,-13,1,-7,6,-22,-6,-2,16,-4,RIGHT
-28,-24,-21,-12,-12,-13,-6,-26,-29,-23,-20,-14,-4,-1,-21,-13,-18,-11,-5,4,2,-10,-30,-19,-7,-14,-22,-6,-34,-3,-50,-27,-15,-22,-18,4,-17,-15,-14,-8,-11,-10,-22,-15,-12,-17,-15,-30,-21,-24,-25,-5,-24,-9,-14,-17,-10,-18,-10,-36,-13,-10,-1,-11,RIGHT
-38,-33,-40,-34,-24,-24,-11,-27,-37,-39,-46,-35,-19,-6,-19,-18,-31,-29,-21,-10,-13,-18,-18,-28,-62,-37,-26,-20,-25,-14,-38,-27,-18,-28,-24,-3,-33,-35,-9,-20,0,15,-9,-21,-2,-11,2,-14,-4,-16,-20,-4,-18,-4,-6,-1,3,-10,-5,-34,-5,-2,5,-4,RIGHT
-11,-12,-17,-14,-14,-22,-17,-15,-16,-16,-23,-25,-16,-11,-2,-4,-11,-22,-16,-10,-9,-10,1,1,-15,-13,-13,-22,-28,-17,-6,-5,-8,-23,-24,-6,-33,-12,-5,-37,-72,-13,-7,-5,-7,-16,-3,-13,-1,-11,-15,-2,-20,-7,-7,-3,-4,-14,-7,-33,-4,-3,-2,-4,RIGHT
2,2,-10,-12,-12,-20,-8,5,-4,-10,-5,-16,-13,-10,1,-5,-4,-16,-9,-2,-4,-3,-29,-43,-4,-10,-21,-20,-43,4,-1,-4,-6,-23,-24,-13,-25,-7,2,-49,-32,-28,-23,-6,-32,-11,-24,-34,-6,-21,-17,-3,-21,-13,-7,-24,-22,-20,-14,-41,-21,-10,-3,-12,RIGHT
-8,-13,-25,-22,-24,-33,-22,-3,-13,-22,-11,-21,-14,-12,-4,-9,-3,-17,-8,4,1,-78,-36,-29,-52,14,-28,-36,-23,2,-17,-10,-6,-19,-26,-21,-34,-43,4,-23,18,-7,-15,-20,-15,-6,-19,-26,1,-7,-1,14,-2,-4,-2,-22,-10,-8,-6,-36,-21,-18,-13,-21,RIGHT
18,9,1,-1,-3,-12,-7,-5,2,1,15,8,5,1,-4,0,2,1,8,15,12,-2,-10,-46,-31,-20,-12,-7,-8,-15,-18,2,7,-4,-4,4,-2,5,-18,12,6,15,-3,-2,-19,3,-32,-30,-3,-4,2,21,5,2,-2,-29,-12,-4,-1,-40,-26,-22,-25,-24,RIGHT
