Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
-34,-21,-23,-22,-6,-6,-1,-15,-25,-20,-15,-4,-2,9,-6,-12,-12,-16,-14,4,-7,-58,-33,-24,-36,-36,-22,-21,-18,-10,-18,-18,-20,-20,-9,-10,1,13,-15,2,-39,2,5,-14,-23,1,5,5,-17,-16,-24,-10,-10,-10,-5,-5,-14,-22,-17,-38,-17,-18,-19,-7,REST
-15,-16,-18,-21,-7,-7,-2,-12,-26,-28,-22,-12,-11,-6,-12,-25,-23,-27,-31,-16,-25,-77,-41,-44,-41,-41,-27,-13,-10,-25,-20,-21,-22,-21,-10,-9,-9,-1,-16,-4,-26,-2,-12,-20,-14,-1,-11,-11,-31,-30,-33,-21,-20,-20,1,-24,-30,-32,-25,-45,-32,-25,-23,-19,REST
-1,-12,-14,-17,-6,-5,7,-17,-26,-26,-18,-10,-9,11,-12,-24,-22,-22,-24,-11,-14,-68,-34,-36,-50,-50,-13,-10,-7,-14,-1,-2,-2,-2,2,1,13,15,-11,18,18,20,-15,5,10,20,2,3,-19,-18,-15,-4,-2,-2,17,-11,-16,-17,-4,-26,-17,-10,-11,-3,REST
-2,-6,-9,-12,-3,-2,1,-14,-21,-16,-11,-4,-10,13,-5,-15,-14,-16,-16,-8,-13,-37,-32,-30,-49,-50,-13,-27,-25,-13,-10,-13,-13,-13,-6,-6,2,12,-4,4,5,3,-17,-5,2,4,-4,-3,-25,-26,-22,-14,-13,-12,-2,-24,-30,-29,-17,-38,-33,-22,-20,-21,REST
-5,-16,-19,-23,-16,-14,-12,-17,-29,-26,-23,-15,-24,-2,-21,-27,-24,-29,-26,-19,-25,-24,-47,-55,-44,-44,-23,-56,-54,-23,-24,-26,-25,-25,-8,-8,-21,-22,-19,3,-5,4,-20,-11,-13,6,-12,-11,-31,-30,-27,-14,-10,-8,7,-32,-37,-32,-16,-36,-37,-32,-26,-30,REST
-8,-10,-12,-16,-1,0,15,-10,-18,-18,-11,-2,-4,18,-14,-15,-14,-15,-8,3,1,-50,-35,-44,-27,-26,-6,-32,-29,-4,-10,-11,-11,-11,3,2,2,-22,-36,21,6,21,-10,2,-4,20,1,0,-20,-20,-16,-1,3,4,14,-21,-25,-25,-10,-31,-29,-27,-24,-17,REST
-16,-16,-18,-22,-8,-9,8,-20,-24,-30,-20,-14,-14,4,-22,-25,-23,-27,-22,-11,-8,-73,-51,-40,-37,-38,-29,-30,-25,-25,-32,-36,-35,-35,-33,-33,-23,-10,-64,-14,-17,-14,-29,-12,-22,-14,-23,-23,-43,-43,-41,-30,-26,-26,-22,-39,-44,-46,-39,-60,-48,-42,-41,-24,REST
-39,-44,-47,-47,-39,-38,-19,-43,-52,-55,-43,-38,-38,-21,-43,-46,-43,-46,-40,-30,-24,-68,-57,-43,-54,-55,-40,-32,-27,-37,-35,-35,-35,-34,-30,-31,-12,6,-34,-11,-25,-8,-22,-4,-30,-5,-18,-17,-36,-35,-33,-21,-18,-17,-3,-24,-30,-34,-22,-43,-30,-26,-24,-5,REST
-21,-11,-12,-18,-12,-10,-6,-18,-31,-25,-13,-9,-12,9,-20,-17,-17,-22,-14,-10,-3,-43,-26,-18,-33,-33,-7,-13,-10,-4,5,5,5,4,1,-2,3,16,17,7,-1,7,-2,10,-10,8,-5,-4,-26,-25,-27,-20,-20,-20,2,-19,-26,-39,-27,-49,-30,-27,-30,-20,REST
4,4,3,-8,-9,-8,-12,-7,-26,-20,-13,-11,-23,-3,-20,-20,-19,-31,-29,-27,-23,-31,-26,-19,-38,-39,-7,-30,-28,3,5,2,2,3,-3,-3,-2,8,9,-5,3,-4,-18,-3,-11,-2,-13,-12,-32,-31,-33,-29,-32,-31,-2,-25,-32,-41,-34,-55,-32,-34,-40,-37,REST
7,9,6,-2,-1,0,3,2,-17,-8,-1,2,-12,11,-6,-6,-4,-14,-11,-7,-7,-13,-11,-6,-12,-12,8,-12,-8,21,12,12,11,12,20,18,19,19,6,17,24,20,11,11,9,19,9,10,-5,-5,-1,5,-1,1,16,-3,-6,-13,1,-22,-7,-8,-15,-8,REST
9,17,15,7,13,13,13,10,-8,1,8,11,-4,11,6,5,6,-4,3,4,-1,-30,-21,-14,-14,-15,-3,-23,-20,10,-5,-7,-7,-7,5,3,-3,1,-23,-4,36,-4,8,1,11,-3,3,4,-14,-13,-9,-4,-8,-7,-11,-13,-17,-21,-10,-32,-20,-14,-19,-12,REST
-20,-13,-15,-22,-17,-16,-15,-16,-33,-26,-21,-16,-31,-13,-14,-19,-16,-29,-20,-20,-22,-36,-47,-31,-42,-44,-26,-32,-29,-6,-24,-26,-26,-25,-22,-23,-37,-7,-27,-14,13,-13,-4,-6,2,-12,-4,-3,-25,-24,-20,-18,-21,-21,-13,-16,-23,-32,-24,-46,-25,-31,-37,-24,REST
-22,-18,-20,-23,-18,-17,-16,-16,-32,-24,-19,-13,-26,-4,-10,-15,-14,-24,-15,-14,-15,-1,-30,-14,-27,-27,-9,-12,-8,9,1,-1,-1,0,-2,-4,-2,13,6,0,24,1,-1,5,6,1,7,7,-19,-18,-15,-14,-19,-18,-3,-10,-18,-30,-26,-48,-22,-35,-43,-26,REST
6,-1,-2,-7,-4,-4,-9,-10,-26,-18,-13,-8,-23,-9,-11,-21,-19,-29,-23,-22,-21,-8,-27,-12,-15,-16,-5,-29,-24,-6,1,-1,-1,-1,-3,-3,8,4,9,-21,6,-21,-12,-7,-14,-21,-15,-15,-40,-40,-37,-37,-41,-40,-25,-32,-40,-46,-48,-68,-43,-46,-56,-34,REST
-3,-10,-12,-16,-21,-20,-27,-29,-43,-30,-28,-22,-34,-24,-28,-37,-35,-44,-37,-33,-27,-24,-37,-10,-28,-29,-13,-21,-17,-12,-4,-6,-6,-5,-11,-11,1,-7,7,-18,-24,-15,-16,1,-22,-14,-14,-14,-35,-33,-27,-27,-27,-26,-14,-23,-29,-33,-29,-50,-29,-30,-44,-12,REST
1,0,-2,-9,-13,-11,-17,-13,-24,-15,-14,-7,-17,-6,-10,-17,-16,-27,-18,-12,-7,-33,-34,1,-18,-20,-7,-8,-5,4,-2,-5,-5,-5,-6,-7,0,-12,-9,-3,-10,-1,-15,-2,-8,-1,2,2,-18,-18,-16,-15,-14,-14,-4,-8,-13,-18,-15,-37,-15,-8,-27,1,REST
-6,-8,-10,-14,-19,-18,-21,-18,-21,-17,-18,-13,-24,-3,-7,-15,-13,-29,-18,-13,-11,-36,-36,-5,-36,-36,-17,-18,-15,-3,-18,-20,-18,-18,-10,-10,14,-7,-27,2,6,4,-5,-10,5,6,12,12,-6,-5,-6,-2,-1,1,6,7,4,2,4,-17,3,13,-7,14,REST
1,-2,-3,-4,-5,-4,-3,-7,-4,-2,-3,3,-9,15,15,8,9,-3,6,10,13,-30,-14,7,-24,-25,2,1,4,16,5,6,5,5,17,16,41,22,1,21,3,23,20,14,16,23,29,29,13,13,14,18,16,18,19,15,15,12,12,-10,12,11,-11,6,REST
28,15,14,9,14,14,17,10,6,6,9,16,1,13,20,13,14,1,4,8,8,-15,-10,-1,-8,-10,4,-3,1,14,13,11,10,10,13,13,18,19,5,-1,-2,-1,-4,-2,4,-3,14,14,-8,-8,-7,-6,-8,-8,-10,-3,-4,-12,-15,-36,-7,-7,-28,-4,REST
37,5,2,-4,-7,-7,-11,-3,-11,-12,-9,-2,-22,-13,-3,-7,-5,-22,-21,-16,-17,11,-19,-4,-7,-7,-7,-34,-32,17,2,1,1,2,-1,-1,2,-3,2,-11,8,-9,2,-16,4,-8,17,18,-12,-12,-13,-13,-14,-13,-8,9,3,-13,-15,-35,1,0,-24,17,REST
15,5,3,1,-4,-3,-12,-3,-11,-7,-4,3,-15,-2,1,1,2,-14,-14,-10,-4,13,3,20,1,-1,10,-6,-2,28,11,9,10,10,6,5,17,13,4,-4,2,-3,5,6,-8,-4,16,17,-11,-12,-16,-15,-18,-17,-9,10,-2,-19,-22,-44,-6,-8,-31,6,REST
-7,-5,-7,-10,-12,-12,-18,-24,-29,-21,-18,-12,-31,-13,-22,-19,-16,-30,-36,-31,-21,-5,-2,18,-42,-44,-4,9,14,-22,-8,-11,-11,-10,-13,-13,10,25,-41,-17,-23,-16,-12,12,-26,-15,-6,-5,-29,-29,-35,-33,-35,-35,-16,-10,-20,-29,-36,-57,-21,-18,-33,-7,REST
5,-7,-9,-12,-17,-15,-14,-18,-24,-18,-20,-12,-27,-5,-20,-13,-12,-24,-26,-22,-12,26,22,37,-17,-16,14,43,47,9,9,9,9,10,13,12,48,58,-5,7,27,11,18,16,14,11,22,23,3,4,-2,4,2,4,13,15,11,8,6,-16,11,12,1,14,REST
47,26,24,20,21,22,22,16,9,16,14,26,13,20,7,21,21,10,13,17,23,52,52,60,35,36,43,63,65,51,34,31,31,32,36,35,71,70,10,18,45,20,9,0,17,18,30,30,14,13,13,22,18,19,13,18,15,14,15,-5,12,13,5,2,REST
20,15,12,17,22,23,27,-4,-5,4,6,23,13,9,-8,5,7,1,6,12,21,82,55,67,50,48,36,53,58,48,21,17,18,20,26,27,66,70,-12,6,-2,8,-21,1,-16,8,6,7,-5,-4,-1,12,10,10,7,-4,-4,-1,6,-14,-6,2,-10,-11,REST
13,14,12,18,23,24,33,-4,-5,4,6,23,17,15,-11,3,6,2,10,15,30,103,90,91,90,90,62,76,81,97,51,51,51,51,50,50,88,81,40,21,-6,24,21,35,-8,23,17,18,6,7,13,24,18,20,23,4,7,7,13,-8,6,10,-8,8,REST
58,49,47,44,48,47,48,25,19,27,28,42,33,26,5,22,23,18,21,23,33,104,106,110,93,92,86,83,87,100,76,74,73,73,65,66,91,71,37,24,20,25,10,35,7,24,20,20,6,7,10,17,4,5,21,3,3,2,-6,-27,1,5,-16,10,REST
48,46,45,46,45,44,44,12,10,22,26,39,24,20,-8,14,16,14,8,11,15,141,110,140,79,77,83,97,101,64,57,55,55,57,62,63,97,84,9,21,-7,22,-15,24,-9,23,15,16,2,3,6,12,-2,-2,21,6,3,2,-10,-32,1,2,-21,-3,REST
34,45,44,52,51,52,53,19,16,27,33,44,33,30,-5,19,21,19,14,18,24,163,137,166,107,107,95,128,131,67,64,64,64,64,73,73,127,109,22,31,-10,31,-10,26,-17,31,19,20,4,6,8,17,4,4,25,7,3,2,-3,-25,1,3,-15,-13,REST
38,48,46,51,51,51,52,19,17,21,27,36,28,22,-10,10,12,7,3,11,20,154,143,168,115,114,91,131,136,60,58,55,56,57,68,68,138,108,7,13,11,14,-1,16,-3,14,18,19,-1,-1,3,10,0,0,11,3,0,-3,-4,-26,-2,6,-10,-13,REST
35,43,41,50,50,51,46,6,17,18,26,37,31,17,-13,11,13,9,6,17,26,180,155,188,103,102,102,156,162,68,66,65,65,67,81,80,136,139,25,27,32,31,19,42,20,32,31,31,11,11,17,23,14,15,34,11,10,4,8,-13,9,9,-8,-8,REST
60,59,58,69,68,69,54,19,39,33,42,54,49,42,2,26,26,23,25,35,43,190,182,211,117,117,122,176,180,96,84,82,82,83,90,90,137,168,30,39,36,40,9,40,18,39,23,23,11,11,18,23,16,16,33,3,4,2,6,-15,1,7,-11,-9,REST
76,66,64,69,63,62,48,15,39,30,39,49,42,24,-10,16,18,14,18,31,32,192,174,189,110,109,117,161,164,77,80,78,79,81,83,85,125,133,29,14,-21,14,1,33,-24,16,8,10,6,7,16,23,15,17,15,-4,1,7,7,-13,1,13,-7,-5,REST
70,76,72,77,73,73,65,30,52,44,53,64,60,30,6,33,35,32,36,55,52,204,188,205,168,168,131,153,157,112,98,96,98,98,102,104,137,109,44,45,26,49,8,55,8,50,37,38,30,31,37,44,35,37,51,22,26,27,24,2,25,34,5,17,REST
70,80,78,82,83,83,84,40,61,49,58,67,65,54,25,42,43,34,34,49,51,204,193,208,182,182,124,149,155,118,93,88,90,90,90,92,167,127,4,45,42,45,5,34,15,45,35,35,20,20,20,18,11,12,38,22,20,13,-1,-22,17,31,-7,14,REST
55,62,60,63,55,55,59,29,51,34,35,39,34,34,26,29,31,17,9,20,25,182,180,199,147,147,119,162,167,87,92,90,92,92,81,83,159,131,18,34,61,35,46,35,22,37,44,44,21,23,18,18,11,12,35,29,25,20,9,-12,23,33,-2,10,REST
81,84,83,80,67,68,58,54,76,58,53,55,48,41,48,48,48,35,29,38,39,175,191,202,141,140,140,192,197,90,109,108,109,110,105,106,126,133,43,41,69,43,41,52,35,42,56,56,29,29,26,33,27,28,37,31,27,21,22,1,24,31,5,11,REST
87,89,87,88,84,83,76,52,74,59,56,62,59,34,41,42,44,35,31,44,35,197,187,204,149,149,133,164,167,126,101,99,100,100,99,101,87,105,30,27,43,27,32,35,29,27,48,48,22,23,20,30,26,27,23,28,23,18,22,3,22,35,16,30,REST
74,74,72,76,71,70,61,49,67,52,49,55,51,26,35,41,43,38,33,48,36,186,174,197,155,155,126,146,149,128,95,93,95,95,86,89,125,102,81,29,29,31,44,39,34,32,53,53,38,39,41,48,45,46,31,40,42,39,41,20,40,49,26,47,REST
68,72,70,72,68,67,52,61,69,55,53,59,54,36,37,48,49,49,45,59,46,177,152,166,152,151,110,121,125,96,78,76,77,77,73,74,143,101,87,34,47,35,23,30,34,34,40,40,30,29,34,34,31,31,28,29,31,29,16,-5,26,33,1,26,REST
38,45,43,49,46,46,42,22,30,21,24,31,29,22,2,12,14,20,15,29,21,144,109,126,96,96,70,97,101,49,40,35,39,39,44,46,108,102,21,15,37,16,14,31,16,18,15,15,1,1,5,3,5,5,15,10,6,7,-7,-27,2,14,-18,15,REST
26,28,24,35,34,34,32,6,12,7,11,18,17,23,-17,-4,-2,5,2,15,13,132,110,131,107,108,76,114,117,83,51,48,50,49,53,55,97,112,29,25,20,27,14,49,3,29,1,1,-9,-9,-2,-3,-2,-1,25,-10,-11,-7,-14,-35,-13,-7,-37,-10,REST
22,28,24,36,38,37,33,8,13,8,11,20,15,24,-20,-3,-2,2,-3,7,5,77,81,110,83,83,61,92,95,65,42,39,40,40,41,43,55,45,32,11,14,12,-19,15,-7,12,-6,-6,-13,-12,-7,-8,-13,-12,3,-14,-15,-13,-21,-41,-16,-11,-33,-16,REST
17,15,12,25,21,21,16,1,7,4,4,12,5,0,-15,-2,-1,2,-4,3,-2,61,57,83,45,46,35,60,64,36,33,31,32,32,29,31,60,34,26,1,30,4,-15,7,7,5,12,13,8,9,11,13,8,10,6,8,7,11,9,-12,8,8,-5,4,REST
33,33,31,41,35,36,32,22,31,26,29,35,29,21,20,30,30,32,31,36,31,65,69,81,57,59,44,68,71,57,52,51,51,50,45,45,74,73,39,29,43,32,15,23,35,32,40,41,36,37,38,43,35,37,30,41,36,35,34,13,36,31,19,31,REST
27,37,35,44,42,41,32,32,37,29,34,41,33,27,29,35,36,37,36,41,33,44,35,61,54,56,33,53,56,40,32,29,30,30,32,34,60,61,21,13,11,14,-3,15,14,15,27,27,30,30,30,33,25,26,7,25,23,25,20,1,20,24,12,22,REST
25,27,23,31,34,35,25,21,25,18,25,33,29,11,11,23,25,27,27,34,26,1,4,39,35,37,28,28,30,7,20,17,19,19,35,36,60,14,2,12,44,14,10,21,22,15,20,20,19,19,21,26,20,21,12,11,10,10,11,-10,7,7,-11,-5,REST
4,20,16,25,36,37,34,3,12,9,21,28,26,13,1,8,10,15,16,24,21,3,-7,28,8,9,14,13,15,16,8,6,7,7,17,18,32,-18,-7,0,42,1,9,17,14,1,5,6,-7,-8,-5,-3,-2,-1,-7,-5,-11,-15,-10,-31,-14,-5,-23,-9,REST
-16,3,1,10,12,12,-6,-13,-8,-10,1,5,-2,-12,-16,-16,-14,-10,-8,-3,-4,-23,-29,11,-39,-37,-4,-3,-2,15,0,-2,-1,0,3,4,20,-3,13,-18,-2,-16,-9,5,-15,-14,0,1,-14,-13,-13,-14,-10,-8,-16,-3,-11,-13,-8,-30,-11,2,-9,-2,REST
12,17,15,18,14,14,-25,13,13,11,13,14,2,-4,7,8,9,6,5,6,6,-39,-28,23,-6,-3,16,-5,-3,31,17,16,17,17,23,23,10,14,37,5,20,8,4,13,16,8,35,36,22,23,17,12,10,11,7,34,26,16,13,-9,26,22,8,16,REST
25,29,26,30,30,30,-7,26,30,29,30,31,13,9,31,32,33,27,18,15,13,-14,-26,13,17,18,12,-3,-1,8,12,8,11,10,15,17,12,-1,32,2,16,3,2,6,18,2,36,36,30,30,23,14,7,7,-4,31,28,21,11,-11,25,25,18,15,REST
17,15,13,17,13,13,-24,14,19,18,21,24,3,-6,26,27,29,26,15,13,9,-42,-49,-18,-29,-28,-10,-33,-32,-36,4,2,3,3,2,3,23,-31,21,-7,-25,-5,-3,22,-7,-2,16,17,27,28,26,23,19,21,-3,12,18,22,22,1,16,23,20,3,REST
18,21,19,19,18,18,-13,16,22,23,26,34,23,8,34,34,35,36,33,37,27,-63,-53,-17,-45,-44,-6,-36,-33,-25,13,11,11,12,7,7,15,-19,34,9,24,11,-23,11,12,10,24,25,31,31,32,31,26,28,5,21,24,23,22,2,22,23,10,1,REST
4,18,16,15,15,15,-15,6,15,16,21,29,21,2,30,24,26,25,29,32,15,-56,-54,-30,-47,-45,-18,-33,-30,-15,-9,-12,-12,-11,-9,-8,-3,-28,17,-10,36,-8,-29,-11,6,-8,18,18,16,16,17,16,13,14,-12,16,14,13,11,-10,11,17,5,4,REST
-13,1,-3,3,4,4,-29,-10,1,6,11,20,12,-3,18,13,15,14,23,28,10,-78,-75,-50,-55,-52,-27,-56,-54,-22,-18,-20,-18,-18,-4,-3,-11,-58,-8,6,29,10,3,10,12,12,21,22,19,21,25,25,26,27,13,23,22,22,23,3,20,22,14,21,REST
9,14,12,15,24,25,-11,5,16,21,25,36,27,21,29,26,25,24,37,44,24,-117,-89,-62,-62,-60,-20,-62,-61,-52,-6,-8,-7,-7,7,8,-20,-45,-33,14,14,15,0,6,2,15,18,19,16,16,22,24,24,25,7,17,14,16,16,-4,11,17,9,13,REST
16,10,8,11,17,16,-14,-2,6,10,15,25,14,-1,4,6,6,7,23,27,11,-115,-106,-76,-71,-69,-36,-81,-80,-67,-23,-26,-24,-24,-14,-12,-40,-40,-25,-12,-44,-11,-35,2,-41,-9,-5,-3,-1,0,12,15,17,18,-12,-1,-1,13,15,-6,-2,17,11,10,REST
-4,-4,-7,2,5,5,-29,-5,-2,4,13,23,10,-5,-1,4,5,12,25,24,17,-80,-99,-69,-49,-48,-29,-58,-55,-31,-15,-17,-15,-16,-11,-12,3,-23,-8,1,-8,3,-23,17,-13,4,11,11,11,13,29,27,28,30,3,11,13,27,29,8,12,25,20,12,REST
11,6,4,6,9,11,-28,12,7,13,19,27,14,5,17,15,16,21,29,23,17,-80,-92,-67,-70,-70,-29,-61,-59,-35,-11,-14,-14,-14,-14,-13,2,-39,-20,0,37,1,-20,-12,11,2,16,16,10,10,25,18,20,21,-4,13,14,22,23,2,11,24,23,16,REST
-7,-8,-12,-4,-1,1,-28,-5,-10,0,7,15,5,-4,14,6,8,14,21,15,6,-102,-103,-83,-93,-92,-42,-74,-73,-50,-25,-27,-26,-24,-14,-13,-16,-61,-21,-3,25,-1,-6,-12,4,1,24,24,21,21,33,29,26,28,1,24,23,30,31,11,23,29,27,26,REST
6,10,6,17,23,24,2,19,17,24,32,39,29,12,43,35,35,37,49,43,31,-118,-89,-70,-58,-55,-17,-64,-63,-23,-4,-5,-5,-5,8,7,-15,-81,8,15,31,17,19,12,19,18,42,42,38,37,44,43,39,41,14,32,29,34,37,15,26,26,24,19,REST
20,12,10,18,24,25,-2,22,19,22,26,33,20,10,39,29,29,21,35,33,25,-103,-97,-86,-49,-47,-36,-99,-97,-48,-32,-35,-34,-34,-16,-15,-51,-90,-15,-3,-3,-3,2,-9,4,-2,18,19,11,11,15,14,18,19,-7,10,5,10,13,-7,3,8,7,2,REST
2,-10,-12,-8,-4,-3,-27,7,-1,3,3,9,-2,-7,24,12,13,-1,15,17,14,-99,-108,-99,-78,-78,-50,-92,-90,-64,-39,-40,-39,-39,-24,-23,-30,-42,-29,-5,26,-2,8,-9,22,0,25,26,12,14,18,15,20,22,0,22,17,13,18,-4,16,14,12,9,REST
6,8,7,2,4,5,-16,16,13,16,16,18,8,5,35,24,25,13,25,25,24,-142,-113,-109,-100,-99,-42,-71,-70,-60,-26,-27,-27,-27,-17,-17,-7,-33,-28,-2,31,-1,-2,-8,11,-1,25,26,13,13,20,14,16,17,-6,22,19,16,15,-6,16,19,18,16,REST
-12,-4,-6,-5,-4,-5,-18,4,-1,1,6,8,-3,-5,15,7,10,5,13,12,15,-154,-132,-125,-116,-114,-58,-81,-79,-67,-32,-34,-33,-33,-27,-26,-28,-62,-30,-1,-12,1,-32,-30,-11,3,14,15,10,9,19,17,22,23,2,19,20,26,27,7,17,33,35,35,REST
-16,-12,-13,-3,3,3,3,4,-8,-5,5,13,5,10,11,7,10,7,17,16,26,-131,-107,-90,-61,-59,-39,-70,-67,-2,-18,-20,-20,-19,-14,-16,-31,-44,-2,7,20,8,13,-6,13,10,20,20,13,12,20,18,22,24,4,24,21,23,23,2,18,25,22,25,REST
-18,-17,-18,-6,-1,-2,-5,-2,-21,-15,-4,4,-7,-1,4,1,3,-1,2,-3,8,-114,-96,-85,-42,-43,-44,-84,-82,6,-32,-35,-35,-34,-32,-31,-60,-58,-1,-14,4,-15,14,-8,-1,-14,7,7,0,1,1,-3,-5,-3,-22,7,4,6,-5,-26,2,7,-1,-2,REST
-25,-26,-29,-16,-24,-23,-44,-10,-29,-20,-11,-8,-23,-24,3,2,4,-4,-5,-15,-8,-132,-118,-108,-73,-73,-53,-93,-90,-38,-35,-36,-35,-35,-34,-34,-78,-73,-13,-27,12,-25,8,-10,11,-24,22,23,21,22,16,12,3,6,-24,25,24,24,7,-13,24,21,10,14,REST
12,6,5,10,1,2,-20,25,11,18,19,22,6,-12,43,41,41,27,30,20,16,-122,-97,-91,-78,-77,-29,-75,-73,-50,-6,-7,-6,-6,-5,-6,-43,-77,-2,-5,48,-3,39,3,42,-2,46,46,44,44,39,37,30,31,-4,42,43,41,29,8,40,37,27,34,REST
26,17,15,15,10,10,-4,26,15,18,16,22,10,-6,41,33,34,20,25,20,15,-114,-112,-101,-81,-81,-46,-106,-105,-45,-22,-26,-26,-25,-25,-24,-69,-120,-12,-16,6,-16,1,-16,2,-14,16,17,13,11,10,10,11,11,-20,15,15,14,7,-12,10,21,8,15,REST
-3,-21,-24,-22,-21,-20,-27,-5,-18,-20,-21,-8,-12,-15,13,-3,0,-11,-2,-3,2,-130,-125,-116,-79,-80,-64,-112,-109,-29,-49,-51,-51,-50,-37,-37,-70,-95,-19,-6,-16,-3,5,-18,-14,0,8,8,-4,-3,-1,3,10,12,1,14,11,5,11,-9,9,22,7,15,REST
-26,-29,-30,-23,-18,-17,-21,-7,-25,-21,-21,-6,-5,6,16,-3,-3,-7,2,1,13,-127,-106,-101,-68,-68,-52,-68,-64,-25,-39,-40,-40,-40,-32,-33,-32,-46,-27,0,-23,1,16,-9,2,-1,12,12,-5,-5,0,4,9,11,-7,16,11,3,7,-13,7,23,8,15,REST
-13,-27,-29,-21,-24,-23,-33,-14,-31,-20,-22,-11,-14,-14,5,-12,-11,-13,-5,-10,1,-150,-116,-121,-100,-100,-59,-82,-80,-68,-36,-39,-38,-37,-40,-39,-52,-65,-37,-21,-12,-20,-3,-14,4,-17,8,9,-4,-4,5,10,7,9,-19,15,13,9,7,-13,12,26,12,15,REST
1,-12,-14,-9,-11,-9,-23,-1,-12,1,-4,3,-3,-7,21,10,10,6,13,6,13,-124,-99,-100,-69,-68,-34,-81,-80,-51,-18,-20,-20,-19,-17,-18,-33,-68,-30,-1,32,1,14,-1,35,1,27,27,18,18,25,29,24,26,-3,33,31,25,23,3,30,36,21,28,REST
1,-1,-3,-2,-4,-3,-16,7,3,8,1,5,-4,-5,29,16,17,9,8,2,7,-98,-97,-95,-58,-58,-41,-82,-81,-34,-37,-40,-40,-40,-34,-33,-51,-84,-48,-22,6,-24,-6,-14,18,-23,10,9,3,3,4,5,2,3,-32,16,14,7,3,-18,10,23,13,17,REST
-29,-28,-31,-29,-35,-34,-50,-18,-16,-15,-25,-21,-31,-34,7,-6,-4,-13,-17,-21,-11,-108,-115,-110,-83,-84,-69,-96,-94,-40,-56,-57,-57,-56,-48,-49,-72,-96,-60,-32,-20,-30,-12,-15,4,-27,7,7,3,4,3,5,2,4,-26,20,20,13,10,-11,20,27,17,24,REST
-22,-22,-24,-23,-22,-20,-29,1,-4,-3,-12,-5,-9,-13,24,11,12,4,2,3,13,-117,-105,-112,-68,-68,-58,-81,-80,-32,-34,-34,-35,-35,-29,-31,-56,-71,-34,-8,-6,-5,11,-3,14,-6,27,26,18,19,17,22,17,19,-9,35,34,23,23,2,32,35,22,34,REST
0,-15,-17,-19,-15,-14,-14,7,-7,-6,-14,-5,-5,-14,18,5,6,-4,-5,1,6,-151,-111,-123,-92,-92,-67,-101,-100,-71,-35,-37,-37,-37,-41,-41,-73,-88,-41,-21,-22,-20,-3,-1,-9,-18,7,7,1,2,0,8,8,10,-21,17,18,11,14,-6,15,27,22,33,REST
0,-27,-29,-26,-25,-24,-24,-1,-23,-18,-24,-11,-11,-14,1,-5,-4,-13,-8,-2,6,-120,-91,-95,-78,-78,-52,-83,-80,-57,-38,-39,-40,-39,-34,-34,-38,-65,-29,-4,26,-3,5,6,24,-2,16,17,5,6,6,17,19,20,-2,23,23,14,23,3,20,25,20,31,REST
-15,-24,-25,-15,-16,-15,-30,-1,-24,-15,-13,-3,-5,-1,1,-1,0,-10,-5,-1,6,-83,-74,-87,-35,-34,-41,-53,-51,-20,-44,-46,-46,-46,-33,-34,-22,-32,-19,-12,13,-13,15,-10,22,-13,2,3,-10,-10,-8,-1,-4,-4,-22,0,1,-7,-7,-27,-4,-5,-13,-9,REST
-21,-32,-33,-25,-27,-26,-37,-15,-37,-26,-24,-19,-24,-27,-15,-15,-14,-26,-28,-25,-22,-99,-89,-109,-56,-58,-55,-72,-70,-33,-48,-49,-49,-48,-43,-42,-38,-37,-34,-29,-26,-26,21,-22,7,-25,-5,-5,-14,-13,-12,-8,-13,-12,-26,1,2,-3,-9,-29,1,-2,-8,-3,REST
-6,-17,-19,-17,-19,-17,-19,-10,-20,-8,-13,-12,-14,-15,1,3,3,-11,-16,-13,-10,-125,-86,-92,-70,-72,-43,-70,-68,-39,-23,-24,-25,-24,-26,-27,-32,-55,-51,-10,20,-7,9,-7,26,-8,14,14,4,5,4,8,2,4,-11,17,19,11,10,-12,17,13,8,16,REST
4,-9,-12,-13,-14,-13,-13,-5,-6,-3,-11,-10,-12,-14,4,7,8,-7,-15,-13,-10,-128,-96,-89,-75,-77,-50,-81,-78,-45,-36,-39,-39,-38,-37,-37,-69,-84,-42,-22,14,-21,-2,-27,13,-21,6,6,-4,-4,-5,-2,-7,-6,-27,7,11,4,-1,-21,7,10,10,15,REST
-16,-29,-31,-22,-22,-21,-3,-12,-21,-20,-22,-15,-14,-26,-11,-3,-1,-13,-18,-15,-11,-108,-96,-93,-70,-71,-54,-76,-73,-55,-42,-42,-43,-42,-34,-35,-69,-54,-43,-24,7,-21,13,-21,17,-19,6,7,-1,-1,1,6,1,3,-20,9,14,12,7,-13,13,11,12,15,REST
