Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
65.7938,-6,-2,-4,-4,7,7,-3,-13,2,1,6,13,10,7,10,1,1,0,2,7,5,-27,-23,-49,-48,-48,-18,-1,2,-45,-7,-10,-10,-9,-1,0,-16,-5,-14,4,3,4,-18,-8,-1,4,-12,-11,-3,-2,-13,4,5,7,2,-15,-11,-9,-7,-27,-12,-7,-6,-12,REST
65.8,-3,-3,-5,-2,8,8,4,-8,5,1,9,16,14,10,14,4,6,4,8,14,13,-28,-18,-15,-21,-19,-4,-16,-14,-36,10,9,10,10,13,13,0,-1,-5,20,-12,21,6,4,1,22,4,4,16,17,10,27,29,31,22,6,11,14,20,-1,10,17,15,20,REST
65.8063,26,24,22,20,29,27,12,18,28,21,31,34,32,25,32,23,24,24,28,30,30,-18,1,6,5,4,10,-6,-4,2,18,16,15,16,17,17,8,3,17,16,1,16,-2,12,5,14,1,1,14,14,8,24,19,20,5,1,3,4,3,-18,-1,-1,-9,-4,REST
65.8125,7,4,2,1,7,5,-9,-8,5,-1,10,10,7,-8,13,1,3,3,3,4,1,-43,-39,-45,-40,-43,-24,-35,-33,-36,-13,-16,-15,-14,-7,-7,-10,-21,-12,-18,-6,-16,-15,-11,1,-15,-10,-8,-3,-2,-10,6,-2,0,-16,-7,-7,-6,-14,-35,-8,-13,-18,-24,REST
65.8188,-10,-7,-8,-4,2,3,3,-12,3,0,10,11,11,-2,20,6,8,9,12,16,14,-52,-35,-48,-37,-38,-14,-16,-14,-30,8,8,8,8,11,10,12,7,13,16,-4,18,3,8,14,19,13,14,21,21,14,33,26,27,20,11,14,15,15,-7,13,6,4,-8,REST
65.825,14,18,17,16,24,24,24,15,24,20,28,30,30,25,35,23,24,25,27,31,31,-48,-13,-14,-16,-16,5,1,3,-9,20,17,18,18,15,14,17,18,29,21,20,19,-4,5,23,18,11,11,18,19,11,27,24,24,11,8,13,13,10,-11,10,12,8,5,REST
65.8312,9,11,8,6,14,13,15,-1,9,6,15,15,14,4,20,5,8,8,8,13,17,-30,-23,-14,-18,-19,-7,-39,-40,-21,4,1,2,2,7,7,-5,-11,8,-3,12,-2,-4,-4,15,-1,6,6,8,9,1,16,12,13,-5,4,7,6,-1,-22,5,3,-3,-1,REST
65.8375,12,4,1,1,13,13,20,-1,6,2,9,10,14,-1,16,4,5,3,5,12,18,-61,-30,-29,-22,-22,-14,-55,-53,-24,5,3,4,4,6,6,-2,-16,3,-1,-36,1,3,16,-10,1,-1,-1,2,3,-7,10,6,8,-3,-7,-4,-4,-6,-29,-6,-16,-22,-18,REST
65.8438,21,1,-2,-12,1,1,1,4,2,-8,-3,-3,3,-4,8,-7,-5,-11,-8,-1,6,-65,-36,-53,-27,-27,-26,-32,-29,-38,-2,-4,-4,-4,-15,-16,-22,-2,-7,-8,-8,-6,-9,-1,2,-6,-11,-8,-10,-10,-24,-10,-9,-7,-9,-11,-12,-16,-21,-42,-14,-23,-28,-22,REST
65.85,-14,-17,-21,-23,-13,-12,-11,-20,-14,-21,-13,-13,-5,-4,0,-15,-13,-17,-16,-7,1,-59,-50,-63,-48,-48,-30,-21,-18,-40,-8,-10,-10,-10,-18,-19,-14,4,-14,1,23,3,2,-11,15,4,-5,-4,-4,-3,-16,-4,1,3,4,-7,-5,-8,-6,-26,-7,-12,-17,-4,REST
65.8563,-16,-7,-8,-10,-2,-1,-3,-13,0,-4,2,2,10,11,11,6,6,0,1,7,16,-23,-26,-36,-27,-26,-7,5,8,-10,6,5,5,5,-2,-3,30,22,36,6,8,6,12,-5,12,5,-1,-1,5,5,-8,-1,1,2,-3,-13,-9,-10,-11,-33,-13,-23,-30,-27,REST
65.8625,7,3,2,-6,-3,-2,-12,-10,5,-5,-3,-5,1,-13,5,-3,-1,-12,-13,-11,-4,-27,-26,-42,-28,-30,-18,-14,-13,-30,-2,-6,-6,-5,-15,-15,8,-20,12,-23,-7,-22,-14,-16,3,-22,-14,-14,-12,-11,-25,-20,-17,-17,-24,-21,-21,-22,-26,-46,-22,-33,-36,-40,REST
65.8688,-14,-12,-14,-17,-12,-11,-4,-33,-7,-13,-10,-12,-1,-15,-1,-11,-9,-15,-13,-9,-1,-52,-34,-37,-31,-32,-19,-43,-41,-37,-3,-5,-4,-4,-8,-8,2,-10,-7,-3,2,0,-4,-4,10,1,4,4,3,4,-7,-3,2,3,2,6,1,-6,-2,-23,1,-9,-15,-2,REST
65.875,-5,2,0,-7,2,4,11,-14,7,-1,4,2,13,9,16,3,3,-1,3,7,16,-42,-29,-19,-26,-27,-10,-45,-43,-12,6,4,4,5,-2,-2,-10,-2,19,9,6,10,5,-1,16,10,11,11,7,6,-4,-2,7,8,5,16,6,-3,1,-20,3,4,-3,26,REST
65.8813,1,0,-2,-11,-6,-4,-13,-8,3,-11,-3,-6,-2,3,14,-2,-1,-10,-7,-5,6,-23,-30,-33,-35,-35,-11,-24,-22,-4,6,3,4,5,-4,-4,-5,-2,46,0,-5,2,12,-1,23,3,16,16,10,10,-5,-5,4,5,1,23,12,-1,1,-20,11,5,-3,21,REST
65.8875,22,13,11,1,1,2,-13,13,17,4,12,6,7,5,33,17,17,7,6,5,16,-36,-18,-26,-17,-17,10,-18,-16,21,24,23,23,23,13,11,27,1,64,1,25,2,21,7,40,1,30,30,22,21,5,2,9,11,-4,27,17,3,4,-18,16,-2,-7,9,REST
65.8937,30,17,16,4,4,3,-8,17,22,7,13,8,7,-8,31,12,14,4,0,-1,7,-58,-25,-37,-31,-32,-7,-24,-22,-6,11,7,8,7,-3,-3,-3,-28,27,-13,28,-13,11,-19,33,-12,19,20,12,12,-5,-8,1,1,-13,20,10,-3,-5,-26,7,-2,-6,6,REST
65.9,15,5,3,-4,-2,-2,-3,0,12,-1,6,6,7,-5,21,5,7,1,0,1,6,-33,-24,-48,-25,-26,-12,-8,-5,-35,2,-1,1,1,1,1,-5,-4,20,4,36,6,28,-14,45,7,26,25,21,22,6,6,16,18,7,31,21,11,16,-6,20,15,8,23,REST
65.9062,20,17,16,6,11,13,10,11,23,10,17,17,16,12,32,17,17,11,13,14,19,-23,-10,-30,5,5,8,3,6,-6,18,16,16,16,9,8,8,21,49,5,-4,4,16,-3,24,4,15,15,15,15,1,-1,11,13,-3,17,11,2,8,-13,7,4,-4,8,REST
65.9125,22,18,17,-2,-3,-2,-10,6,14,0,5,0,-7,-8,16,0,1,-6,-8,-5,1,-47,-32,-41,-23,-24,-10,-26,-22,-18,1,-2,-1,0,-11,-11,-11,0,15,-15,-20,-14,-10,-16,7,-11,-10,-9,-4,-3,-14,-18,-6,-4,-15,-7,-10,-12,-9,-30,-12,-14,-18,-10,REST
65.9188,-5,4,1,-10,-8,-7,-8,-13,0,-4,2,-2,-7,-7,13,-3,-2,-4,-4,-3,4,-35,-35,-43,-34,-34,-15,-25,-23,-15,-4,-5,-5,-3,-2,-3,-27,-12,-1,1,21,3,14,-2,27,4,2,2,7,7,2,-3,5,8,5,5,4,-2,3,-17,4,-6,-12,1,REST
65.925,-11,7,5,-1,11,13,22,-7,10,8,16,14,11,12,28,13,14,11,14,13,16,-40,-30,-36,-14,-14,-2,-21,-19,10,17,15,16,16,13,12,-16,-12,10,11,25,11,26,7,36,10,22,23,21,21,10,4,12,13,4,22,18,6,7,-13,17,7,2,11,REST
65.9313,24,25,24,8,10,10,11,10,27,14,19,14,2,-3,38,17,20,6,8,6,4,-46,-33,-32,-22,-21,2,-29,-26,6,27,23,24,25,7,8,26,-3,6,-11,32,-9,21,7,46,-7,27,28,21,21,6,1,7,9,-10,24,18,7,5,-16,16,7,3,11,REST
65.9375,30,33,31,12,8,8,-8,14,32,15,23,20,6,-2,40,20,21,10,14,13,9,-34,-30,-20,2,2,12,-22,-20,-4,24,22,23,23,11,11,17,11,22,-2,50,1,20,19,50,0,23,23,19,18,7,2,10,11,-4,21,15,5,3,-18,11,-1,-9,7,REST
65.9438,8,20,17,5,7,8,-5,-3,14,1,16,15,10,-6,21,3,4,1,6,6,0,-44,-37,-31,-14,-15,-3,-20,-17,-28,5,2,3,4,-4,-4,-20,-12,5,-11,23,-11,-3,-5,25,-10,-1,-1,-1,-1,-10,-13,-4,-3,-12,-1,-4,-7,-13,-33,-7,-10,-17,-6,REST
65.95,-5,3,-1,-4,-2,1,-2,-12,1,-11,8,9,12,-3,11,-5,-3,-1,6,7,2,-30,-31,-24,-29,-30,-10,-19,-16,-12,1,-1,1,2,3,3,-12,-16,-10,7,7,9,25,-3,26,10,8,9,15,16,9,8,18,21,11,15,15,16,15,-6,14,12,6,20,REST
65.9562,10,16,14,10,18,18,20,11,18,8,25,28,32,17,31,17,18,21,30,28,26,-27,-27,-26,-20,-21,-3,-12,-10,-3,8,6,6,6,13,12,-10,3,-5,11,5,12,26,8,24,11,14,15,20,19,13,11,21,22,4,19,15,13,12,-10,11,6,-1,11,REST
65.9625,-6,-2,-3,-7,1,1,6,-9,-1,-7,6,8,9,-1,7,-3,-1,-1,9,4,3,-51,-48,-50,-43,-45,-23,-29,-27,-23,-8,-11,-12,-10,-13,-13,-31,-11,-7,-7,-19,-5,-21,-1,6,-4,-9,-8,-4,-4,-7,-12,-1,-1,-6,-6,-8,-4,-12,-31,-11,-13,-18,-14,REST
65.9688,-6,-7,-9,-14,-12,-10,-1,-10,-3,-6,3,6,4,4,3,-1,1,-2,9,4,1,-48,-41,-35,-23,-24,-10,-24,-22,-2,4,3,2,3,4,3,11,-4,-7,11,24,14,2,8,39,14,13,14,15,16,10,5,12,14,11,14,13,10,4,-17,11,3,-4,15,REST
65.975,6,16,14,4,10,10,13,2,15,11,18,21,16,13,19,15,16,11,18,15,8,-44,-30,-25,-15,-17,0,-35,-34,1,1,-1,-1,-1,6,6,10,-19,-24,2,34,2,17,2,44,1,15,16,11,11,1,-8,1,3,-6,10,5,-5,-12,-33,1,-8,-14,2,REST
65.9813,-6,1,-2,-11,-7,-8,-4,-18,-8,-11,-3,0,-4,-7,1,-8,-5,-11,-5,-5,-9,-58,-46,-47,-48,-50,-16,-46,-43,-29,-16,-18,-17,-16,-12,-12,-17,-16,-34,-7,6,-5,5,-1,16,-4,4,4,-2,-2,-13,-20,-5,-4,-4,3,-1,-10,-12,-33,-2,-8,-11,1,REST
65.9875,7,2,-1,-12,-9,-8,-6,-12,-10,-10,-3,1,-1,6,6,-6,-5,-9,2,1,0,-70,-41,-43,-61,-62,-13,-14,-11,-46,-8,-9,-10,-9,-6,-8,-21,-8,-35,8,8,10,7,11,3,8,7,7,3,3,-6,-12,1,2,4,11,6,-7,-10,-31,4,-4,-16,1,REST
65.9938,4,-3,-5,-16,-15,-14,-7,-16,-15,-17,-8,-8,-10,-4,-3,-15,-14,-20,-9,-11,-14,-68,-56,-49,-62,-62,-27,-24,-21,-49,-25,-27,-27,-26,-25,-26,-42,-36,-51,-16,-17,-15,-10,-3,-13,-15,-14,-14,-16,-15,-22,-28,-16,-14,-20,-10,-13,-22,-25,-44,-16,-16,-26,-17,REST
66.0,-28,-23,-26,-27,-28,-26,-14,-39,-27,-29,-19,-15,-13,-13,-22,-26,-24,-26,-10,-13,-12,-67,-66,-51,-41,-41,-21,-33,-30,-35,-25,-26,-25,-25,-13,-14,-29,-18,-34,0,5,3,-7,5,6,4,-5,-5,-5,-4,-7,-9,4,6,6,-4,-3,-7,-3,-23,-5,-5,-8,-6,REST
66.0063,-22,-10,-12,-7,-4,-2,7,-26,-9,-11,-1,8,15,17,-9,-6,-5,-6,13,10,15,-56,-34,-17,-17,-17,1,-22,-20,-8,-5,-6,-5,-6,3,3,-2,5,-23,16,20,17,1,14,5,16,-3,-2,-4,-3,-6,-10,1,2,11,-8,-8,-14,-13,-34,-12,-13,-20,-23,REST
66.0125,-13,-10,-12,-14,-11,-10,1,-23,-17,-24,-12,-5,1,4,-20,-21,-18,-24,-7,-9,-4,-63,-45,-42,-53,-55,-17,-38,-36,-31,-16,-18,-19,-18,-14,-12,-11,-42,-32,-6,-3,-6,-17,-14,-20,-5,-13,-13,-20,-19,-24,-29,-19,-18,-10,-13,-18,-24,-27,-47,-20,-12,-22,-14,REST
66.0187,-13,-12,-13,-21,-21,-19,-8,-17,-19,-26,-14,-7,-1,-5,-20,-20,-17,-24,-6,-6,0,-60,-47,-51,-49,-49,-8,-27,-24,-27,0,1,1,1,5,4,11,-16,3,-1,16,1,0,-1,5,2,5,6,2,3,1,1,7,10,0,5,2,-1,4,-18,1,10,1,11,REST
66.025,6,16,16,5,6,6,11,3,5,2,13,20,22,1,-3,6,7,-2,18,15,17,-56,-27,-23,-24,-23,11,-14,-11,-17,14,12,13,12,13,13,19,15,-5,-5,30,-4,4,11,17,-4,1,2,2,2,3,2,7,8,-9,-1,-3,-3,0,-21,-6,5,-4,1,REST
66.0312,2,6,5,-3,-7,-6,-3,-11,-4,-11,-1,5,5,-10,-14,-6,-4,-13,5,-1,1,-56,-37,-37,-46,-48,-6,-46,-43,-37,-4,-7,-6,-6,-4,-3,-12,-15,-45,-9,21,-7,-8,8,8,-6,1,1,-1,1,-2,-2,5,6,-7,8,3,-2,2,-18,2,11,-1,15,REST
66.0375,5,2,-1,-10,-11,-11,-6,-3,-3,-11,-5,1,5,1,-4,-3,-2,-11,8,3,7,-42,-40,-33,-48,-49,-13,-22,-18,-35,-8,-10,-10,-10,-3,-4,-27,-12,-50,4,1,6,-1,9,-6,6,6,6,5,6,-1,2,11,11,3,13,6,-3,6,-14,3,5,-6,5,REST
66.0438,-18,-5,-8,-13,-10,-9,-8,-6,-8,-12,-8,-4,2,1,-3,-7,-6,-17,3,-3,5,-26,-44,-45,-29,-29,-14,-8,-5,-22,-10,-11,-12,-11,1,0,1,-12,-37,-6,-17,-5,9,-9,-8,-5,0,1,4,5,-5,-3,4,5,-7,10,3,-6,1,-19,2,7,-1,3,REST
66.05,-11,1,-2,-3,-5,-5,-7,6,1,-3,-2,-1,4,-2,4,2,3,-12,8,2,7,-26,-33,-41,-8,-8,2,-3,-2,-1,8,8,7,8,16,16,40,8,-26,11,31,13,16,-1,24,15,14,15,20,21,14,16,24,25,17,23,17,7,20,-1,15,21,14,18,REST
66.0563,19,27,26,21,17,17,5,30,24,22,21,23,29,26,20,24,25,8,31,27,29,-45,-17,-16,-18,-19,22,6,7,-8,31,30,30,30,30,30,30,8,-22,21,52,21,23,4,33,20,12,12,18,17,15,17,24,25,12,16,8,-1,13,-8,4,12,6,15,REST
66.0625,22,24,21,17,18,19,17,17,13,8,13,18,25,2,3,5,8,-10,11,12,9,-55,-31,-43,-35,-35,9,-20,-17,-30,10,7,8,10,20,21,-9,-29,-23,-8,31,-8,14,-6,12,-7,-8,-7,-5,-5,-10,-6,-3,-3,-10,-1,-10,-17,-16,-36,-12,-6,-13,1,REST
66.0688,16,14,11,13,13,13,17,12,3,3,8,13,21,-1,-1,-1,1,-13,4,8,5,-39,-19,-32,-26,-27,12,-13,-10,-10,20,18,18,20,20,19,1,-6,-10,7,42,10,16,21,13,9,1,1,3,5,-2,2,3,4,8,8,4,-10,-6,-27,1,1,-10,10,REST
66.075,6,18,16,15,8,8,-1,21,6,5,8,7,17,7,3,2,2,-10,3,6,6,-48,-23,-21,-29,-30,8,-8,-5,-1,14,12,12,12,-1,0,-21,0,-11,-3,8,-3,7,16,-5,-4,-14,-13,-11,-10,-15,-14,-10,-8,-11,-11,-14,-27,-18,-40,-17,-14,-19,-8,REST
66.0812,-13,-5,-7,-11,-18,-18,-22,5,-15,-20,-19,-20,-8,-13,-19,-22,-21,-31,-22,-16,-11,-59,-47,-41,-43,-43,-11,-31,-28,-12,-7,-8,-7,-7,-11,-11,-18,-8,-13,-11,5,-8,-6,5,-1,-6,-16,-15,-15,-13,-18,-14,-7,-6,-6,-8,-13,-24,-13,-34,-14,-12,-11,-4,REST
66.0875,5,7,5,1,-6,-5,-4,18,0,-7,-6,-4,9,5,-5,-5,-4,-16,-2,3,6,-32,-25,-16,-20,-20,10,11,14,1,19,18,18,18,12,12,36,21,-11,12,41,14,13,18,26,14,7,8,5,6,1,7,8,10,11,17,7,-13,-1,-22,5,-2,-4,5,REST
66.0938,10,17,15,11,8,8,1,24,6,-1,1,6,16,11,2,-2,1,-12,2,4,3,-1,-20,-17,-17,-18,8,17,20,-11,10,6,5,7,6,6,27,15,-13,3,37,4,7,6,7,3,-11,-10,-8,-8,-14,-10,-11,-10,-3,-5,-13,-30,-24,-44,-17,-17,-18,-16,REST
66.1,-4,-7,-10,-11,-6,-6,-14,12,-13,-22,-17,-9,1,-2,-12,-17,-14,-26,-13,-12,-10,-26,-38,-42,-32,-33,-5,-11,-9,-22,-1,-3,-2,-2,4,4,-5,11,1,-1,7,1,0,4,-8,2,-4,-3,-1,0,-5,-3,-6,-5,-1,9,1,-13,-12,-34,-1,-4,-7,1,REST
66.1063,11,4,2,2,8,9,-1,30,2,-7,1,9,18,1,3,2,2,-10,4,4,5,-51,-40,-34,-25,-25,5,-13,-11,-13,13,11,12,12,11,10,-8,8,4,-11,1,-12,3,5,2,-12,-1,-1,2,2,-2,-4,-9,-8,-18,5,-4,-15,-20,-42,-8,-14,-21,-16,REST
66.1125,12,3,0,-4,-4,-4,-17,18,-7,-15,-9,-3,2,-22,-14,-15,-13,-24,-15,-15,-17,-56,-64,-66,-54,-55,-10,-32,-30,-29,4,2,3,4,-5,-5,-26,-35,-6,-23,19,-21,-12,-9,8,-20,-16,-16,-11,-10,-15,-14,-15,-14,-18,-9,-15,-21,-21,-42,-17,-16,-17,-12,REST
66.1188,19,11,7,-2,-3,-2,-12,18,-3,-6,-3,3,6,-5,-13,-9,-6,-14,-4,-1,-3,-43,-41,-49,-49,-49,3,-24,-21,-13,18,17,17,18,11,10,-12,-20,-4,8,25,12,11,5,5,12,-4,-3,4,4,6,11,11,12,12,5,1,-6,7,-15,-2,-4,1,1,REST
66.125,10,17,14,6,8,8,3,24,3,2,7,13,15,14,-12,0,2,-7,4,8,6,-31,-23,-30,-35,-35,1,-5,-2,-5,10,6,7,8,2,2,11,12,-43,5,-38,5,16,5,-30,5,-20,-20,-11,-10,-8,-6,-6,-6,-1,-13,-17,-24,-16,-37,-22,-25,-22,-29,REST
66.1313,2,-7,-9,-13,-12,-12,-18,15,-14,-16,-13,-6,-7,-5,-31,-18,-15,-29,-17,-15,-13,-18,-38,-39,-30,-30,-13,-23,-20,-7,-11,-13,-13,-12,-6,-6,11,19,-22,-6,-14,-5,-4,6,-11,-3,-12,-11,-11,-10,-11,-8,-8,-7,-3,-1,-7,-20,-11,-32,-8,-15,-16,-9,REST
66.1375,13,3,2,-2,-2,-1,-11,30,4,1,2,7,6,5,-6,0,1,-12,5,2,8,-15,-23,-23,-8,-9,13,-8,-6,8,11,12,12,12,19,17,32,32,23,11,48,13,21,34,17,13,13,14,10,10,7,12,10,11,10,18,10,-7,5,-16,7,-2,-3,12,REST
66.1437,27,22,20,11,10,10,-2,41,18,7,11,14,14,7,2,4,5,-8,7,2,4,-50,-33,-32,-27,-29,9,0,3,-8,14,12,11,12,10,10,10,7,3,-4,33,-5,13,9,3,-4,-6,-5,-6,-6,-11,-4,-7,-6,-9,0,-10,-24,-14,-34,-13,-13,-13,-6,REST
66.15,4,1,-1,-6,-5,-5,-8,12,-1,-12,-4,1,5,-3,-20,-11,-7,-20,-4,-6,-6,-41,-43,-42,-34,-36,-6,-13,-9,-6,1,-2,-1,1,5,5,-6,-3,-15,7,11,10,-7,5,-2,11,1,2,1,1,0,6,2,4,13,13,4,-11,1,-21,3,-2,-4,2,REST
66.1562,0,8,6,5,12,13,14,18,11,5,12,20,25,22,-5,11,13,0,19,17,15,-15,-24,-24,-18,-19,9,-7,-4,1,6,4,4,4,17,17,-27,12,-24,20,6,21,17,21,1,19,6,5,6,6,6,11,7,7,13,10,6,-8,4,-18,2,0,-1,8,REST
66.1625,-1,6,3,2,9,10,7,19,7,1,6,15,15,5,-13,5,8,-8,10,5,-1,-26,-46,-48,-54,-57,-2,-19,-16,-34,1,-1,0,1,7,8,-43,-5,-33,-6,-16,-5,12,19,-16,-4,-1,-1,1,1,-3,3,0,1,-7,7,5,-10,1,-21,2,1,7,15,REST
66.1688,24,14,12,5,4,5,-2,26,16,9,12,17,9,1,-7,15,17,0,16,13,5,-25,-31,-25,-33,-33,17,-3,0,-4,21,19,19,20,22,22,36,39,4,10,21,12,11,33,4,13,19,18,20,21,16,23,19,21,14,25,21,4,18,-2,18,5,12,15,REST
66.175,40,28,26,20,20,20,16,30,26,22,25,30,22,18,-2,25,25,10,26,24,17,-15,-15,-24,-16,-16,8,-13,-11,-11,3,-1,0,1,12,11,39,20,-12,8,15,9,-21,17,-1,7,5,5,5,5,4,7,5,5,-1,10,3,-10,-3,-23,-3,-10,-7,-4,REST
66.1813,1,-7,-10,-10,-8,-8,-10,-4,-6,-9,-6,1,-4,-10,-28,-7,-5,-20,-6,-6,-11,-33,-51,-69,-35,-36,-25,-36,-33,-21,-24,-26,-24,-24,-20,-20,-13,-32,-15,-17,10,-15,-13,2,-8,-13,-11,-10,-12,-12,-14,-11,-12,-11,-15,-2,-7,-18,-11,-33,-9,-12,-9,3,REST
66.1875,32,0,-2,-10,-11,-10,-16,17,6,0,-4,2,-4,-5,-13,2,4,-13,1,2,-6,-17,-18,-24,1,0,5,-10,-7,49,15,14,15,14,2,1,7,10,38,2,42,3,46,13,20,3,17,17,8,9,4,10,5,7,1,23,16,0,7,-15,15,7,6,29,REST
66.1938,55,18,16,3,2,2,-6,37,18,11,6,9,-1,-5,-5,11,13,-7,8,4,-4,-34,-23,-24,-26,-27,-3,-25,-23,24,15,11,11,12,-8,-8,-13,-12,21,-19,-4,-18,21,-13,-3,-20,6,6,-1,-1,-4,1,-7,-6,-26,11,1,-8,-8,-29,-3,-5,-6,9,REST
66.2,25,-2,-5,-13,-15,-15,-17,7,-2,-8,-11,-7,-16,-27,-29,-8,-5,-22,-8,-12,-18,-80,-58,-59,-35,-34,-18,-32,-29,-4,2,0,0,1,-21,-21,-40,-28,-13,-27,-15,-26,5,-15,-15,-24,-8,-7,-12,-11,-12,-7,-14,-13,-25,-1,-10,-17,-13,-34,-12,-15,-17,-4,REST
66.2062,24,0,-3,-14,-16,-15,-38,8,1,-6,-9,-5,-15,-16,-22,-4,-2,-16,-5,-8,-14,-31,-33,-51,6,6,-5,-23,-21,17,8,6,6,6,-14,-14,-25,-21,-8,-16,14,-15,35,1,6,-15,0,1,-7,-7,-10,-4,-10,-10,-19,6,-3,-15,-8,-30,-4,-9,-14,-1,REST
66.2125,4,-8,-10,-19,-21,-20,-51,-6,-9,-14,-16,-12,-24,-22,-24,-12,-11,-21,-15,-18,-23,-6,-34,-55,-6,-9,-21,-50,-48,-4,-16,-20,-19,-18,-29,-28,-34,-53,-5,-26,14,-24,23,-8,-1,-23,-5,-5,-11,-11,-14,-7,-15,-14,-24,4,-3,-11,-9,-30,-4,-6,-11,1,REST
66.2188,-4,-17,-19,-24,-23,-22,-46,-12,-11,-11,-11,-8,-20,-15,-21,-3,-2,-11,-8,-7,-14,-12,-31,-45,-5,-7,-18,-41,-37,17,-13,-12,-12,-12,-16,-17,-30,-41,30,-5,3,-2,22,2,2,-1,13,14,15,16,16,22,9,11,0,24,23,17,17,-4,22,11,7,21,REST
66.225,22,11,9,2,3,4,-18,15,20,17,17,18,3,6,7,25,26,16,15,17,4,-20,-22,-25,-4,-4,1,-22,-19,23,8,6,6,6,-2,-2,3,-23,44,2,14,3,16,9,11,2,15,16,20,19,16,21,5,5,-4,16,16,11,6,-15,12,1,-2,5,REST
66.2313,17,5,2,-1,-3,-2,-20,-6,6,3,6,6,-10,-8,-13,4,7,2,-3,1,-12,-21,-27,-35,-33,-33,-6,-29,-26,4,2,-1,-1,1,-8,-8,-1,-17,27,-12,-3,-11,-1,0,-9,-10,-7,-6,-3,-3,-5,3,-10,-9,-11,-7,-6,-4,-8,-29,-8,-12,-15,-8,REST
66.2375,14,-2,-5,-5,-3,-2,-22,-7,0,-5,3,4,-6,-3,-16,-4,-1,-3,-1,5,-4,-21,-13,-34,-30,-30,3,-20,-18,23,9,7,7,7,1,0,0,3,23,-2,-2,-1,9,0,-6,-2,-7,-6,-10,-10,-12,1,-8,-7,-6,-13,-12,-10,-8,-30,-15,-16,-22,-4,REST
66.2438,15,-10,-13,-15,-9,-8,-30,-8,-9,-20,-10,-5,-16,-15,-27,-20,-18,-22,-17,-8,-19,-39,-31,-58,-30,-31,-17,-42,-40,-4,-20,-23,-23,-23,-26,-25,-26,-40,-5,-30,-37,-31,2,-18,-27,-31,-27,-26,-31,-31,-33,-21,-28,-27,-35,-31,-31,-27,-29,-49,-32,-30,-29,-18,REST
66.25,-4,-31,-33,-33,-31,-30,-46,-22,-24,-34,-23,-18,-33,-35,-39,-31,-29,-32,-29,-21,-31,-42,-46,-64,-35,-36,-30,-48,-44,-19,-26,-27,-27,-27,-33,-33,-45,-69,14,-30,-35,-27,-13,-9,-26,-26,-16,-16,-20,-18,-23,-11,-20,-19,-25,-14,-14,-15,-17,-37,-14,-21,-21,-14,REST
66.2563,2,-16,-17,-22,-21,-20,-42,-8,-7,-18,-9,-5,-23,-17,-18,-13,-12,-14,-14,-7,-19,-45,-32,-37,-33,-33,-14,-29,-26,-5,-5,-7,-7,-7,-18,-20,-22,-23,32,-14,-18,-13,6,1,-11,-13,1,1,-10,-9,-14,-4,-13,-13,-16,1,-2,-7,-11,-31,-4,-11,-15,4,REST
66.2625,-4,-21,-22,-25,-25,-24,-46,-14,-15,-30,-18,-13,-32,-17,-22,-24,-22,-24,-24,-16,-29,-65,-43,-49,-32,-32,-21,-44,-42,-17,-24,-27,-26,-26,-29,-29,-16,-16,1,-23,-35,-21,7,-9,-20,-21,-14,-13,-24,-23,-24,-14,-20,-20,-23,-16,-14,-16,-17,-38,-17,-16,-18,-2,REST
66.2687,-11,-32,-35,-31,-32,-31,-49,-20,-25,-39,-25,-18,-35,-17,-29,-30,-29,-27,-23,-15,-26,-28,-34,-50,-28,-29,-18,-43,-40,-7,-18,-18,-18,-18,-17,-18,3,-6,11,-10,-34,-6,18,0,-14,-6,-11,-11,-17,-16,-13,-3,-13,-12,-5,-8,-6,-8,-10,-32,-7,-17,-26,-9,REST
66.275,3,-12,-14,-11,-11,-9,-27,-3,-7,-21,-6,-1,-16,0,-17,-14,-13,-13,-9,-1,-14,-18,-15,-27,-34,-34,1,-14,-12,-4,7,6,6,6,-4,-5,12,1,29,-3,-16,-3,13,-8,-6,-5,-12,-12,-18,-18,-14,-8,-21,-21,-10,-14,-13,-10,-22,-44,-16,-25,-36,-16,REST
66.2812,3,-10,-13,-10,-10,-10,-25,-21,-13,-26,-10,-5,-21,-13,-29,-24,-22,-22,-20,-12,-29,-44,-30,-32,-39,-39,-6,-25,-22,-17,-2,-5,-4,-3,-6,-5,-4,-15,5,-15,-16,-14,-2,-20,-13,-13,-22,-21,-26,-25,-20,-12,-24,-23,-14,-26,-21,-9,-24,-45,-24,-25,-32,-15,REST
66.2875,7,-10,-13,-5,-2,-2,-16,-22,-12,-19,-2,5,-13,-8,-21,-18,-17,-10,-8,2,-15,-20,-18,-25,-13,-11,2,-13,-11,-16,-5,-7,-6,-5,4,4,-2,1,13,-8,-6,-7,4,0,-10,-6,-16,-15,-15,-15,-7,3,-8,-8,-9,-20,-11,1,-8,-31,-13,-12,-19,3,REST
