Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
-22,-42,-4,1,-1,-11,-12,-37,-60,-43,-24,-35,-39,-25,-21,-13,-5,-17,-13,-22,-28,-11,-25,-35,-75,-33,-27,-19,-33,-32,26,-34,-32,-5,-13,-14,-58,-69,-9,203,-20,-11,2,-18,-15,-1,-86,-5,18,26,-14,-18,39,-25,-11,-22,-15,-27,-13,-8,-19,-18,-12,-8,LEFT
-26,-44,-4,-4,-5,-14,-14,-42,-61,-43,-25,-34,-39,-30,-30,-16,-8,-21,-18,-25,-35,-10,-26,-48,-89,-49,-37,-36,-42,-42,14,-39,-42,-14,-21,-24,-56,-73,-17,190,-30,-17,-11,-31,-22,-19,-96,-15,8,13,-23,-30,24,-40,-30,-34,-27,-37,-27,-24,-33,-32,-25,-23,LEFT
-35,-51,-13,-11,-12,-26,-26,-49,-69,-51,-29,-40,-47,-35,-33,-20,-8,-24,-21,-33,-37,-16,-36,-50,-91,-102,-46,-44,-37,-51,-7,-36,-36,-13,-24,-25,-56,-78,-16,181,-29,-25,-13,-28,-18,-24,-87,-9,16,20,-13,-21,33,-31,-19,-25,-19,-25,-15,-11,-26,-21,-17,-14,LEFT
-20,-28,11,11,10,-8,-10,-24,-45,-25,-6,-21,-33,-23,-6,3,18,-1,-1,-18,-23,5,-16,-21,-55,-42,-23,-16,-20,-26,21,-25,-16,7,-4,-5,-37,-60,10,195,-4,-18,12,-16,10,-7,-51,14,33,40,3,-4,48,-16,-6,-1,-1,-13,-5,-4,-12,-11,-7,-4,LEFT
-11,-24,10,12,10,-2,-2,-16,-41,-27,-8,-24,-35,-17,1,8,16,-4,-1,-15,-25,4,-14,-24,-44,-5,-24,-22,-43,-29,27,-35,-26,-3,-6,-8,-45,-61,2,190,-7,-13,6,-16,1,3,-67,4,22,31,-12,-16,41,-25,-14,-16,-13,-23,-15,-14,-20,-18,-15,-11,LEFT
-20,-33,-3,1,-1,-12,-13,-25,-51,-40,-23,-37,-44,-30,-11,-2,1,-16,-14,-30,-34,-15,-33,-31,-67,-43,-34,-39,-34,-44,12,-37,-40,-16,-17,-20,-52,-63,-9,181,-16,-22,-2,-16,-7,-8,-81,-5,17,22,-23,-26,31,-35,-21,-20,-16,-28,-23,-19,-23,-23,-20,-14,LEFT
-24,-37,-12,-5,-6,-13,-14,-24,-53,-43,-29,-42,-49,-38,-13,-5,-1,-18,-21,-31,-39,-5,-23,-24,-48,-44,-27,-32,-37,-31,18,-30,-38,-12,-12,-13,-49,-63,-2,187,-11,-20,5,-22,2,-8,-79,-3,19,25,-18,-22,34,-35,-19,-20,-17,-27,-24,-20,-27,-26,-21,-14,LEFT
-26,-39,-14,-4,-4,-13,-13,-29,-54,-45,-29,-42,-57,-37,-21,-13,-6,-25,-25,-25,-40,-24,-35,-32,-55,-50,-35,-33,-47,-42,-1,-40,-44,-19,-17,-19,-64,-73,-13,177,-22,-24,-7,-29,-10,-18,-92,-15,6,17,-25,-34,25,-42,-30,-30,-28,-34,-30,-27,-36,-32,-29,-23,LEFT
-29,-37,-14,-2,-3,-13,-12,-25,-51,-42,-25,-40,-56,-33,-16,-6,-1,-21,-20,-24,-37,-7,-26,-15,-49,-53,-29,-26,-26,-26,10,-28,-29,-7,-9,-11,-58,-64,3,181,-11,-14,10,-22,6,-10,-72,-1,21,31,-15,-28,32,-29,-21,-14,-15,-24,-20,-17,-25,-23,-18,-10,LEFT
-20,-26,-6,2,1,-8,-8,-13,-45,-37,-23,-39,-58,-40,-16,-8,-4,-24,-22,-30,-43,0,-27,-32,-54,-70,-39,-33,-65,-36,-2,-39,-40,-19,-18,-20,-63,-76,-12,162,-24,-31,-5,-31,-15,-26,-90,-21,3,11,-37,-45,10,-44,-38,-36,-36,-46,-40,-34,-42,-42,-35,-30,LEFT
-45,-48,-29,-21,-22,-24,-25,-40,-68,-64,-46,-62,-74,-55,-36,-30,-24,-42,-40,-45,-52,-30,-43,-44,-71,-67,-49,-49,-69,-51,-13,-56,-53,-29,-24,-26,-62,-79,-21,158,-23,-31,-12,-34,-16,-19,-95,-21,4,13,-37,-40,18,-37,-28,-34,-30,-36,-32,-20,-33,-31,-24,-18,LEFT
-37,-36,-23,-11,-12,-12,-13,-28,-52,-53,-35,-48,-59,-38,-24,-16,-10,-26,-27,-27,-36,-14,-34,-22,-48,-39,-27,-27,-12,-32,7,-40,-33,-12,-9,-11,-41,-61,-5,171,-10,-18,-3,-25,0,-6,-84,-11,15,25,-24,-24,31,-24,-15,-23,-20,-27,-19,-10,-26,-24,-18,-12,LEFT
-27,-29,-17,-4,-4,-6,-6,-27,-46,-45,-29,-44,-54,-31,-22,-13,-7,-23,-22,-22,-33,-7,-20,-19,-48,-51,-29,-25,-26,-31,13,-45,-30,-13,-11,-14,-47,-69,-10,155,-14,-21,-11,-34,-7,-32,-92,-16,11,19,-26,-27,24,-32,-30,-31,-26,-32,-25,-21,-34,-30,-30,-21,LEFT
-31,-29,-18,-4,-4,-15,-16,-32,-46,-45,-28,-46,-58,-34,-18,-7,-6,-23,-21,-33,-39,-12,-32,-38,-63,-77,-39,-37,-40,-37,12,-36,-30,-11,-13,-15,-56,-76,-6,-67,-11,-17,3,-33,2,-13,-82,-3,20,31,-17,-21,29,-32,-27,-18,-15,-21,-23,-21,-26,-20,-26,-14,LEFT
-18,-13,-4,8,8,-3,-3,-18,-29,-31,-12,-36,-52,-34,-8,1,7,-13,-13,-30,-35,25,-16,-17,-29,14,-23,-21,-34,-18,33,-26,-25,1,-1,-3,-48,-63,5,-271,1,-18,11,-15,8,3,-78,-5,18,36,-16,-18,34,-25,-15,-26,-20,-23,-19,-5,-31,-23,-27,-20,LEFT
-20,-19,-14,2,-1,-7,-7,-31,-39,-39,-24,-44,-58,-37,-18,-14,-4,-25,-24,-36,-38,-9,-26,-34,-48,-5,-36,-35,-54,-35,8,-44,-48,-19,-17,-20,-65,-80,-17,-265,-18,-28,-12,-26,-12,-23,-100,-25,1,18,-32,-34,16,-48,-35,-41,-35,-35,-36,-35,-41,-33,-35,-26,LEFT
-37,-34,-30,-14,-15,-16,-16,-41,-50,-51,-36,-50,-62,-43,-29,-18,-14,-32,-29,-42,-43,-20,-32,-43,-59,-33,-40,-40,-71,-42,-3,-35,-50,-21,-12,-14,-59,-71,-18,-251,-16,-18,-12,-26,-12,-23,-88,-17,10,25,-27,-25,21,-43,-29,-26,-27,-29,-30,-25,-33,-25,-26,-18,LEFT
-33,-26,-23,-12,-14,-4,-5,-31,-41,-43,-30,-45,-55,-38,-23,-13,-8,-26,-27,-35,-42,-1,-27,-27,-45,-37,-36,-33,-35,-41,-5,-26,-46,-15,-6,-9,-55,-60,-15,-257,-16,-16,-15,-17,-13,-23,-91,-17,10,23,-28,-24,21,-42,-30,-31,-31,-32,-30,-24,-35,-30,-30,-27,LEFT
-32,-23,-21,-12,-13,-6,-6,-30,-44,-41,-27,-42,-55,-31,-22,-10,-6,-23,-23,-27,-33,-5,-24,-33,-44,-27,-32,-27,-6,-37,1,-29,-35,-10,-5,-7,-54,-53,-12,-248,-15,-15,-12,-13,-8,-3,-90,-13,15,30,-21,-18,27,-31,-18,-24,-22,-24,-21,-15,-27,-23,-21,-17,LEFT
-18,-8,-5,6,6,6,6,-15,-32,-25,-8,-29,-42,-25,-6,3,5,-10,-12,-15,-24,17,-2,-13,-10,-2,-10,-1,10,-15,33,-10,-6,11,11,8,-39,-47,9,-193,3,-5,6,-10,11,-8,-75,-2,26,43,-12,-13,34,-26,-14,-14,-12,-20,-17,-14,-22,-18,-20,-17,LEFT
-6,-1,1,10,8,11,10,-15,-31,-25,-10,-33,-41,-27,-6,0,5,-12,-17,-14,-28,21,-10,-16,-10,-4,-16,-8,-16,-17,31,-15,-9,4,4,1,-50,-60,-2,35,-3,-7,-3,-22,-5,-20,-86,-12,17,34,-19,-24,26,-38,-23,-25,-20,-27,-23,-18,-30,-23,-27,-21,LEFT
-13,-6,-10,1,1,4,3,-21,-33,-29,-13,-34,-41,-26,-7,3,9,-10,-14,-11,-28,8,-13,-21,-23,-6,-17,-11,-4,-18,36,-4,-8,8,8,6,-49,-59,6,199,11,1,11,-12,14,3,-70,6,36,49,-2,-5,45,-22,-6,-6,-2,-9,-7,-1,-12,-5,-7,-1,LEFT
5,14,6,12,11,14,13,1,-12,-13,0,-23,-31,-22,2,19,23,2,-6,-5,-25,15,-1,-17,-6,-2,-14,-5,-6,-11,43,10,-3,12,10,7,-54,-59,13,224,15,-3,11,-8,22,-2,-74,3,36,48,-9,-3,41,-25,-12,-12,-10,-15,-14,-11,-17,-12,-13,-8,LEFT
2,11,3,10,8,8,10,-8,-18,-16,-3,-24,-32,-24,-7,14,17,0,-7,-4,-24,10,-16,-27,-15,-22,-10,-7,-18,-18,43,4,4,17,11,9,-58,-61,8,242,12,-5,8,-14,14,-12,-77,0,35,45,-9,0,43,-26,-13,-11,-6,-12,-14,-9,-16,-10,-14,-9,LEFT
6,17,7,18,17,17,16,-2,-13,-10,6,-17,-27,-22,-3,16,23,6,1,3,-15,14,-4,-14,-37,-14,-1,-1,11,-18,52,8,9,20,15,13,-52,-54,10,256,11,5,14,-7,17,2,-70,2,40,44,-8,-3,45,-18,-5,-9,-6,-14,-11,-2,-12,-7,-9,-7,LEFT
1,7,-8,5,4,8,7,-13,-22,-22,-7,-31,-36,-33,-13,1,10,-7,-16,-8,-23,8,-16,-25,-48,7,-17,-7,8,-35,25,-16,-22,-6,-1,-4,-62,-59,-6,244,-6,2,-7,-11,3,-3,-81,-14,21,29,-25,-25,32,-30,-12,-25,-24,-32,-22,-12,-27,-22,-21,-18,LEFT
-14,-8,-25,-10,-11,-4,-4,-25,-33,-32,-17,-39,-39,-30,-16,0,4,-13,-18,-14,-20,15,-7,-27,-17,-6,-32,-9,-17,-30,25,-25,-28,-13,-3,-5,-61,-56,-2,247,3,0,0,-13,3,-15,-86,-14,24,34,-19,-21,37,-25,-7,-23,-17,-22,-12,-3,-20,-12,-10,-11,LEFT
-10,-1,-16,-5,-6,0,-2,-22,-26,-22,-10,-27,-32,-23,-11,3,12,-3,-8,-4,-11,26,-5,-25,-16,-16,-34,-14,7,-25,33,-16,-15,-2,0,-2,-62,-61,3,249,3,1,-3,-13,6,-1,-83,-12,32,44,-9,-13,43,-17,-2,-18,-10,-13,-5,1,-15,-6,-5,-10,LEFT
-8,7,-8,2,2,4,4,-22,-20,-16,-4,-19,-29,-22,-5,6,20,3,-4,1,-11,8,-9,-23,-25,-2,-27,-8,23,-29,21,-6,-16,3,3,0,-63,-66,-4,242,-6,-1,-14,-20,-2,-1,-82,-17,25,43,-15,-17,37,-29,-14,-27,-21,-21,-16,-14,-27,-18,-21,-25,LEFT
-13,7,-8,5,5,6,5,-27,-20,-20,-8,-25,-35,-26,-6,4,17,1,-10,-5,-14,-1,-7,-21,-31,5,-20,-7,-1,-32,24,2,-10,11,10,7,-62,-63,-2,241,-5,1,-13,-17,-1,-3,-84,-15,27,47,-15,-14,43,-22,-7,-23,-16,-18,-11,-7,-22,-10,-14,-14,LEFT
-3,20,5,16,15,19,19,-12,-6,-10,-1,-21,-29,-22,-3,13,21,3,-6,-5,-12,28,18,8,-8,16,-3,5,-2,-15,37,17,4,21,16,14,-58,-57,9,240,6,-6,-3,-17,16,-5,-78,-10,34,47,-15,-20,41,-26,-17,-21,-16,-23,-18,-19,-25,-16,-20,-19,LEFT
-5,14,-1,6,5,7,7,-18,-13,-18,-9,-32,-35,-33,-13,6,10,-10,-12,-11,-22,6,1,3,-21,-1,-15,-3,7,-30,18,4,-12,3,-1,-4,-70,-74,-8,224,-9,-11,-17,-25,-10,-6,-91,-25,20,33,-27,-35,33,-31,-17,-35,-31,-36,-25,-14,-40,-27,-32,-34,LEFT
-20,3,-16,-5,-6,-3,-4,-27,-23,-28,-17,-36,-35,-32,-23,-2,3,-13,-14,-7,-20,8,-11,-8,-23,-8,-16,-4,27,-19,15,5,-12,2,-2,-4,-60,-68,-2,225,-3,1,-6,-20,-7,-8,-81,-18,30,42,-20,-29,36,-27,-15,-23,-19,-26,-19,-17,-26,-11,-15,-13,LEFT
-12,10,-14,-7,-7,-3,-3,-23,-19,-25,-16,-38,-36,-33,-18,1,6,-12,-18,-11,-23,7,-9,-16,-20,-13,-27,-13,17,-17,10,-6,-27,-12,-12,-14,-67,-69,-3,212,-6,-12,-5,-29,-6,-27,-85,-26,22,30,-30,-42,22,-42,-30,-31,-30,-34,-33,-29,-33,-23,-25,-24,LEFT
-21,-8,-31,-23,-25,-21,-22,-38,-32,-41,-30,-53,-50,-40,-21,-10,-5,-23,-27,-19,-29,-26,-32,-40,-48,-60,-42,-33,-10,-35,4,-16,-36,-26,-26,-27,-84,-78,-11,202,-11,-15,-9,-30,-6,-10,-79,-22,22,29,-33,-45,24,-40,-21,-23,-25,-30,-27,-15,-27,-17,-18,-18,LEFT
-21,-10,-35,-24,-25,-24,-25,-35,-30,-40,-30,-54,-53,-45,-17,-9,-6,-24,-29,-15,-29,-26,-35,-40,-51,-67,-42,-36,-16,-24,-5,-15,-33,-29,-25,-27,-85,-76,-8,205,-10,-13,-6,-20,-9,-8,-82,-28,19,26,-35,-50,24,-40,-18,-32,-30,-34,-27,-15,-30,-19,-17,-18,LEFT
-32,-26,-50,-32,-33,-26,-27,-49,-46,-53,-40,-63,-59,-49,-33,-22,-17,-34,-35,-21,-31,-23,-38,-47,-57,-34,-51,-37,-25,-35,-23,-36,-57,-42,-27,-29,-88,-84,-26,197,-27,-16,-18,-23,-23,-20,-91,-41,8,18,-40,-49,20,-46,-27,-44,-39,-41,-33,-23,-39,-28,-27,-30,LEFT
-42,-29,-49,-29,-30,-18,-18,-52,-47,-51,-34,-57,-49,-41,-32,-19,-12,-30,-23,-15,-29,-23,-40,-36,-47,-23,-36,-21,-17,-37,-13,-23,-44,-23,-12,-13,-76,-69,-24,202,-25,-8,-20,-23,-21,-19,-86,-36,14,27,-33,-36,28,-42,-27,-36,-34,-36,-29,-22,-35,-30,-27,-26,LEFT
-36,-11,-28,-14,-15,-3,-3,-44,-34,-37,-23,-49,-45,-39,-28,-12,-5,-25,-20,-11,-31,-5,-16,-17,-46,-25,-18,-12,0,-37,-1,-1,-25,-5,-3,-5,-65,-55,-18,205,-22,-3,-20,-20,-20,-17,-90,-40,15,24,-39,-40,25,-47,-30,-42,-37,-43,-32,-28,-43,-36,-35,-33,LEFT
-34,-4,-24,-8,-9,-1,-2,-41,-30,-33,-22,-46,-44,-34,-30,-9,-3,-23,-20,-12,-22,-1,-13,-22,-39,-7,-9,2,1,-35,16,-3,-15,2,1,-1,-59,-46,-8,207,-14,-8,-13,-15,-14,-11,-87,-30,22,32,-30,-38,29,-44,-25,-35,-26,-32,-28,-27,-36,-26,-31,-26,LEFT
-21,10,-12,5,4,5,5,-25,-11,-20,-9,-38,-39,-30,-18,2,11,-12,-12,-6,-22,15,-6,-21,-33,7,2,6,-2,-37,21,11,-6,6,0,-3,-63,-48,-11,202,-14,-10,-20,-10,-12,-14,-89,-27,25,36,-25,-40,28,-45,-29,-34,-27,-30,-29,-29,-35,-24,-29,-23,LEFT
-26,11,-11,3,1,-2,-3,-21,-8,-20,-4,-38,-45,-33,-17,2,12,-11,-13,-8,-27,11,-2,-12,-42,-6,-1,-2,-16,-37,11,10,-5,5,-5,-7,-70,-52,-11,201,-18,-8,-17,-14,-15,-24,-85,-26,30,40,-23,-34,34,-40,-23,-33,-27,-29,-23,-23,-34,-24,-26,-26,LEFT
-28,7,-15,2,1,-8,-9,-22,-13,-25,-4,-36,-43,-25,-16,2,10,-12,-7,-8,-19,-12,-11,-23,-46,-17,-14,-15,-28,-39,16,-12,-13,-4,-12,-15,-80,-56,-14,195,-10,-8,-15,-14,-9,-14,-76,-20,34,39,-23,-34,36,-32,-14,-24,-23,-23,-14,-14,-28,-17,-16,-17,LEFT
-25,1,-22,-6,-8,-13,-14,-17,-15,-30,-11,-39,-45,-27,-12,3,8,-17,-11,-10,-20,-8,-17,-30,-26,-24,-23,-29,-55,-35,13,-14,-28,-15,-17,-20,-83,-55,-12,193,-4,-2,-12,-13,1,1,-71,-20,29,33,-27,-45,29,-31,-12,-23,-24,-27,-16,-12,-26,-15,-13,-13,LEFT
-32,-12,-36,-25,-27,-21,-22,-25,-27,-46,-31,-58,-61,-42,-27,-13,-8,-36,-31,-22,-30,-18,-27,-38,-40,-76,-37,-41,-3,-44,-14,-25,-38,-30,-26,-27,-87,-58,-25,186,-20,-2,-20,-26,-11,-21,-84,-34,11,16,-41,-60,14,-44,-29,-37,-36,-42,-32,-29,-36,-29,-29,-30,LEFT
-46,-22,-45,-26,-27,-23,-23,-35,-33,-49,-32,-59,-55,-33,-30,-18,-11,-36,-27,-20,-26,-12,-32,-39,-30,-19,-36,-21,25,-40,-4,-27,-39,-25,-16,-17,-73,-46,-22,193,-13,-8,-8,-23,-8,-19,-76,-25,18,27,-30,-49,25,-39,-28,-30,-27,-35,-29,-24,-31,-23,-24,-23,LEFT
-30,-7,-30,-8,-8,-3,-2,-23,-15,-28,-12,-39,-40,-26,-12,-4,8,-13,-9,-3,-23,-7,-12,-10,-8,16,-10,5,18,-16,24,0,-18,1,4,3,-56,-36,-1,199,4,-6,11,-16,6,-14,-70,-16,31,42,-13,-33,38,-29,-24,-24,-17,-23,-18,-13,-24,-12,-17,-13,LEFT
-14,10,-12,9,8,12,12,-10,-4,-15,4,-24,-28,-16,1,8,23,2,4,15,-8,4,5,-8,-17,2,0,12,10,-8,15,18,-4,15,14,12,-60,-31,3,196,10,-8,12,-17,14,-3,-59,-7,39,51,-3,-23,50,-18,-11,-14,-10,-17,-7,-4,-16,-5,-11,-7,LEFT
-5,22,2,19,18,18,18,1,6,-6,13,-17,-24,-11,8,17,29,7,7,21,-6,35,15,-13,3,7,12,15,25,4,25,23,6,21,15,12,-60,-22,8,194,14,-1,15,-17,21,6,-53,-1,40,53,-7,-30,46,-21,-13,-5,-8,-17,-14,-13,-12,-4,-12,-4,LEFT
-8,15,-4,8,6,7,7,-6,0,-14,2,-30,-37,-28,1,11,17,-4,-4,5,-21,20,12,-16,6,-4,4,7,15,-7,24,17,1,13,4,1,-62,-30,3,180,10,-3,12,-20,20,-8,-51,-5,36,46,-14,-34,40,-24,-20,-9,-10,-18,-18,-14,-15,-5,-16,-10,LEFT
-8,17,-6,4,4,4,3,-5,1,-17,-2,-34,-36,-24,6,13,15,-7,-3,1,-16,10,1,-23,15,-8,2,4,-14,-11,12,18,0,11,0,-2,-65,-30,5,176,7,-4,4,-20,10,-8,-61,-12,28,34,-18,-41,36,-22,-17,-20,-21,-24,-20,-12,-23,-11,-20,-14,LEFT
-10,10,-15,-5,-7,-2,-2,-11,-9,-28,-13,-43,-44,-27,2,2,5,-21,-13,-6,-23,20,12,-25,18,-4,4,2,-5,-1,17,23,-2,9,1,-1,-63,-27,16,180,13,2,19,-17,12,-7,-60,-8,34,35,-17,-41,41,-15,-7,-12,-13,-18,-11,4,-14,0,-5,0,LEFT
-3,13,-13,-3,-4,6,6,-5,-7,-25,-9,-32,-38,-18,6,8,11,-15,-7,6,-11,10,11,-21,0,-18,3,5,7,-5,7,12,-11,3,4,1,-63,-22,8,182,7,4,14,-14,8,5,-64,-12,33,36,-17,-44,43,-14,-2,-20,-16,-21,-11,6,-20,-3,-7,-8,LEFT
-21,-4,-26,-8,-10,-1,-1,-20,-18,-37,-14,-34,-38,-16,-6,-1,3,-18,-9,3,-5,-6,-8,-34,-15,-39,-11,-6,15,-15,-10,-4,-28,-11,-4,-5,-71,-18,-6,180,-4,7,5,-12,-2,4,-69,-16,29,36,-18,-43,46,-8,2,-21,-16,-18,-6,18,-21,-1,-5,-8,LEFT
-24,-7,-25,-11,-11,-2,-2,-22,-14,-33,-11,-32,-33,-15,-7,4,5,-13,-7,2,-5,4,-6,-30,-3,-71,-6,-12,24,-8,-3,2,-18,-7,-5,-7,-71,-20,-4,176,-1,7,4,-16,3,-13,-65,-15,30,38,-15,-48,40,-19,-15,-22,-20,-25,-18,-14,-29,-10,-13,-17,LEFT
-24,-10,-26,-15,-16,-7,-8,-26,-16,-35,-14,-37,-40,-21,-12,4,6,-17,-11,-10,-15,-17,-6,-32,-13,-30,-12,-10,17,-14,-5,-7,-30,-12,-8,-10,-70,-24,-8,71,-6,2,-2,-18,-1,0,-66,-14,26,39,-12,-46,42,-19,-13,-24,-20,-25,-16,-12,-29,-13,-16,-19,LEFT
-20,-2,-22,-3,-4,-1,-2,-18,-8,-23,-4,-28,-33,-17,-5,13,17,-5,2,1,-11,-11,-4,-20,1,7,-4,1,30,-5,10,-1,-28,-1,-1,-2,-60,-14,-5,-18,-8,3,-4,-11,0,11,-67,-12,32,46,-4,-30,49,-8,-6,-16,-12,-15,-7,-3,-20,-7,-9,-13,LEFT
-18,1,-18,1,1,2,1,-22,-6,-22,-3,-25,-35,-20,-8,13,20,-4,4,-1,-13,-14,2,-23,-14,-21,-6,1,13,-13,4,11,-17,6,2,1,-56,-14,-10,20,-10,9,-8,-19,2,-1,-56,-10,36,46,0,-24,54,-10,-9,-8,-7,-14,-7,-4,-14,-3,-7,-8,LEFT
-11,12,-7,12,11,10,8,-14,-1,-14,7,-15,-26,-10,2,22,29,6,16,12,-5,-8,10,-12,-14,-10,2,2,24,-7,10,30,0,17,12,10,-56,-4,-3,35,-1,18,3,-14,7,3,-48,-1,43,54,10,-14,67,-3,4,-3,1,-4,5,9,-4,8,8,5,LEFT
-2,18,-2,20,18,16,15,-5,4,-6,11,-14,-22,-5,9,27,33,10,20,16,-3,10,8,-8,-2,-6,5,11,48,1,17,34,-4,12,12,10,-58,6,5,31,-2,10,8,-5,14,15,-47,2,44,54,5,-17,64,-3,9,-2,-1,-6,7,13,-6,5,6,2,LEFT
-7,5,-14,5,4,5,5,-12,-6,-22,-4,-29,-33,-15,3,14,17,-8,3,4,-8,-5,-15,-23,-5,-32,-11,-6,1,-17,-1,14,-24,-6,-3,-5,-73,-1,-3,17,-2,-2,2,-14,13,8,-60,-8,35,44,-7,-28,52,-15,-3,-11,-5,-14,-2,6,-13,-2,-2,-9,LEFT
-15,-1,-19,2,1,-3,-4,-15,-10,-23,-3,-24,-27,-12,14,20,18,-7,6,10,-3,-8,-26,-44,6,-25,-11,-16,5,-11,5,20,-19,-3,-3,-5,-74,4,2,40,8,3,19,-14,10,-5,-45,5,49,57,6,-17,60,-9,1,3,6,-4,6,14,-5,6,7,1,LEFT
-7,8,-11,6,6,-1,-2,-11,-2,-15,3,-17,-25,-13,25,28,26,0,13,17,1,-14,-9,-32,-4,-21,-4,-11,-6,-4,12,25,-17,-1,-6,-8,-70,8,4,113,9,8,18,-13,13,8,-44,4,49,55,5,-17,56,-11,1,-3,-2,-11,4,11,-10,1,5,-3,LEFT
-8,4,-20,0,-1,-10,-11,-21,-5,-23,-3,-25,-35,-23,20,24,21,-5,4,8,-7,-29,-18,-33,-29,-77,-6,-25,-14,-18,4,23,-22,-4,-12,-14,-74,1,-4,142,3,4,12,-20,10,7,-49,-1,40,50,2,-17,52,-14,-3,-8,-5,-15,1,8,-12,-1,4,-6,LEFT
-7,5,-19,2,1,-7,-8,-20,-4,-21,1,-23,-31,-18,21,27,22,-5,8,12,-6,-8,-6,-25,-7,-26,1,-12,34,-4,14,18,-21,1,-4,-6,-63,13,4,157,10,7,20,-13,17,6,-43,5,43,56,6,-12,58,-8,3,-2,-1,-10,6,12,-6,3,7,2,LEFT
-6,4,-16,6,5,2,1,-14,-2,-18,3,-22,-27,-15,15,26,19,-6,6,10,-5,5,3,-14,20,16,10,4,34,5,18,6,-30,-2,-1,-3,-61,17,3,163,7,4,14,-15,11,2,-52,-4,33,45,-5,-25,45,-17,-8,-12,-16,-22,-10,-4,-17,-14,-10,-11,LEFT
-13,-3,-24,3,2,-2,-3,-23,-11,-30,-6,-31,-34,-19,1,17,7,-16,-5,-3,-8,-4,-11,-24,6,-12,9,-3,15,-9,16,5,-37,-8,-5,-7,-61,10,-8,167,-4,1,6,-20,-4,-7,-60,-12,21,37,-12,-31,39,-21,-14,-15,-23,-29,-17,-12,-23,-18,-18,-16,LEFT
-19,-10,-28,-2,-3,-6,-7,-32,-15,-33,-9,-33,-35,-24,-4,14,8,-17,-5,-5,-13,-11,-13,-34,-5,-26,4,-11,7,-17,0,-2,-39,-13,-10,-12,-68,1,-13,165,-6,4,0,-19,-1,-7,-54,-8,26,41,-7,-23,49,-14,-9,-10,-15,-24,-8,-1,-17,-8,-11,-11,LEFT
-22,-10,-27,-5,-5,-10,-11,-35,-15,-33,-10,-33,-34,-22,-11,13,8,-17,-2,-2,-7,-14,-21,-39,-11,-35,1,-20,3,-16,-5,3,-38,-14,-12,-14,-76,2,-14,158,-14,3,-5,-19,-10,-16,-70,-18,15,32,-15,-27,43,-22,-14,-27,-24,-32,-17,-8,-23,-16,-17,-18,LEFT
-20,-5,-24,-7,-8,-12,-12,-35,-16,-36,-12,-35,-36,-21,-12,8,3,-20,-5,2,-9,-30,-23,-44,-15,-33,-2,-22,-10,-16,5,7,-34,-9,-12,-13,-78,4,-6,159,-8,2,2,-13,-4,4,-60,-11,21,39,-12,-24,44,-20,-5,-15,-15,-26,-8,1,-15,-5,-5,-6,LEFT
-8,6,-11,0,-1,-9,-9,-23,-4,-27,-2,-28,-38,-29,1,15,12,-10,-2,4,-13,-12,-15,-31,-23,-13,12,-11,10,-6,15,2,-29,-2,-13,-14,-76,1,3,158,0,-1,5,-12,5,9,-54,-7,24,38,-12,-20,44,-21,-5,-17,-16,-32,-9,2,-22,-10,-5,-8,LEFT
-13,3,-13,-3,-4,-16,-16,-27,-11,-29,-3,-31,-44,-34,-3,10,8,-12,-5,-10,-14,-7,-13,-34,-14,-20,16,-14,9,-10,19,2,-30,-2,-16,-18,-76,-7,-4,147,-6,-5,-3,-25,-7,-7,-62,-13,19,34,-10,-14,44,-25,-10,-22,-18,-28,-12,0,-23,-12,-8,-13,LEFT
-11,9,-5,9,8,-4,-5,-21,-7,-18,6,-16,-26,-21,3,22,21,3,10,-2,-4,-4,2,-27,-7,-54,24,-1,-1,-13,25,22,-10,17,2,1,-56,4,-13,159,-4,8,-3,-18,-2,1,-50,-1,34,51,7,3,59,-12,-1,-6,-5,-15,-2,7,-7,0,2,-3,LEFT
-8,12,-3,15,14,7,6,-20,-2,-14,9,-11,-17,-14,-1,20,22,6,11,-1,-5,-5,-4,-20,-15,5,16,-3,-3,-22,-2,2,-33,1,-1,-3,-60,4,-24,156,-23,0,-14,-22,-16,-6,-67,-17,21,35,-8,-12,46,-25,-20,-27,-26,-36,-21,-14,-28,-20,-20,-24,LEFT
-34,-16,-29,-8,-11,-11,-12,-44,-26,-39,-14,-31,-39,-25,-20,2,-2,-13,-2,-14,-15,-20,-5,-33,-35,-7,-4,-23,-7,-29,-13,-28,-56,-18,-16,-17,-73,-2,-26,142,-29,-11,-26,-32,-36,-10,-74,-23,16,29,-13,-20,43,-29,-22,-26,-25,-36,-19,-13,-28,-15,-18,-20,LEFT
